"name";"website";"phone";"address";"city";"state";"zip";"stars";"country";"details";"logo_url";"kids_program_url";"kids_program_detail";"woman_only_program_url";"woman_only_program_detail";"other_programs";"pricing";"schedule_url";"business_hour";"head_professor";"special_offer";"email";"facebook_url";"youtube_channel";"video_url";"awards";"multiple_locations (0=Yes, 1=No)";"id";"NOTES"
"Central Maine Brazilian Jiu Jitsu";"http://cmbjj.com/";(207) 344-7302;"760 Main St.";"Lewiston";"ME";"04240";;"United States";;"https://res.cloudinary.com/display97/image/upload/q_auto,fl_lossy,f_auto/v1362515922/bjycjysgpdncejpkrtld.png";"http://cmbjj.com/classes/Kids-and-Youth-Martial-Arts";"To excel in any endeavor, an individual must possess a strong set of values and a solid character to give him or her the perseverance to achieve his or her goals set. The Central Maine Brazilian Kids Program provides children ages 3-15 with an environment gives them the experience and understanding of core values like focus, discipline, persistence, cooperation and respect. Kids Martial Arts in Lewiston provides a very challenging, yet safe and caring environment for a child to mature towards a real life champion. The outcome of continued childhood practice of Brazilian jiu-jitsu goes far beyond the accomplishments on the mats. The discipline and excellence demanded by our instructors often carries over to the child’s behavior at home and at school.";;;"MMA, Muay Thai and Boxing";;"http://cmbjj.com/Home/Schedule";"Mon-Thurs: 6:00pm-9:00pm; Sat: 10:30am-12:00pm; Sun: 5:00pm-6:00pm";"Travis Wells";;"Eagles1000.tw@gmail.com";"https://www.facebook.com/Cmbjj/";;;;1;687;
"Stonecoast Brazilian Jiu Jitsu for Kids";"http://stonecoastbjj.com/";(207) 776-5080;"131 Johnson Rd";"Portland";"ME";"04102";;"United States";"Stonecoast Brazilian Jiu Jitsu is the first of its kind in the state of Maine. As a ‘Kids only’ martial arts school, we start kids as young as 4 on a lifelong journey of health and personal growth. We focus on fostering a sense of self, of belonging, of family, and of community. Each class provides additional stepping-stones necessary to move towards individual goals in both fitness and personal growth. No two classes are ever exactly the same; kids are constantly learning, growing, and putting new knowledge into practice.";"https://s3.amazonaws.com/zenplannerwordpress-stack0/wp-content/uploads/sites/129/2018/09/13165104/Menu-Logo.png";"https://stonecoastbjj.com/programs/";"Brazilian Jiu Jitsu is about efficiency. It’s about learning how to use your body in the best possible way - to take down any opponent of any size. You’ll develop control over your entire body, so you can use your whole body weight to take down opponents.  That’s how Brazilian Jiu Jitsu fighters go into matches against guys twice, even three times their size… and come out victorious.  In the battle of technique vs. brute force… technique always wins.  This is why we do believe that is the best martial art for any child! Classes Include: Fundamental BJJ; Mixed Martial Arts; Drills and Skills for BJJ Competition";;;"MMA";;"https://stonecoastbjj.com/calendar/";"Mon-Fri: 4:00pm-7:00pm, Sat: 10:00am-11:30am";"Shaun Durfee";"1 free trial class offer with SignUp!";"stonecoastbjj@gmail.com";"https://www.facebook.com/StonecoastBJJ";"https://www.youtube.com/channel/UCZ3Su3ALAmYEvQ0b6qiWSLQ";"https://youtu.be/MYrMbvtcIWM?t=1";;1;685;
"Jujitsu Judo Training Center";;(207) 775-3866;"160 Veranda St";"Portland";"ME";"04103";;"United States";;;;;;;;;;;;;;;;;;1;684;
"Discovery Martial Arts";"http://discoverymartialarts.net/";(207) 772-7763;"34 Rainmaker Dr";"Portland";"ME";"04103";;"United States";"Discovery Martial Arts (Hakken Budo Ninjitsu) is an international martial arts organization that aims to promote self improvement by training students in effective self defense methods rooted in the art of ninjitsu. We offer may different class types to work with people of all ages and backgrounds, including self defense, fitness and yoga, and martial arts workshops and seminars. We look to serve the Greater Portland community and beyond. Our school boasts an impressive staff, and we pride ourselves in the personal approach our staff takes in helping students make martial arts work for them. At Discovery, students can expect effective, realistic self defense training, tailored coaching, and an enthusiastic and supportive community. Whether your goal is to learn self defense strategies, get fit, or simply have fun with great people, our school is the place to be. ";"http://discoverymartialarts.net/wp-content/uploads/2015/01/blue-header.png";"http://discoverymartialarts.net/classes/little-ninja-ages-4-7/";"The Little Ninja kids martial arts program is intended for children between the ages of 4 and 7, and features a specially designed curriculum that focuses on developing fundamental movement ability, social skills, basic self defense, awareness, and more.";;;"Cardio Kickboxing, Fitness 101";;"http://discoverymartialarts.net/schedule/";"Mon: 4:00pm-7:45pm; Tues: 9:30am-10:15am, 3:30pm-7:00pm; Wed: 3:30pm-7:45pm; Thurs: 9:30am-10:15am, 3:30pm-8:00pm; Sat: 8:30am-2:00pm";"John Poliquin";;"info@discoverymartialarts.org";"https://www.facebook.com/discoverymartialart";"https://www.youtube.com/channel/UCDA2AI9nLGAB0EiQpa5txOw";"https://youtu.be/8zXknfe2WFA";;1;682;
"Choi Institute of Martial Arts";;(207) 775-3866;"616 Congress St # 1";"Portland";"ME";"04101";;"United States";;;;;;;;;;;;;;;;;;1;681;
"The Academy";"https://www.theacademymaine.com/";(207) 615-0060;"651 Riverside St";"Portland";"ME";"04103";;"United States";"At the Academy, you will receive world class instruction from a number of highly qualified instructors.";"https://static1.squarespace.com/static/5a76402fe5dd5b3da337c887/t/5a7719d5419202f8d95aa07f/1538264040371/?format=1500w";;;;;"Muay Thai";;"https://www.theacademymaine.com/new-page";"Mon, Wed: 4:30pm-9:00pm; Tues, Thurs: 12:00pm-2:00pm, 4:30pm-9:00pm; Fri: 4:30pm-8:00pm; Sat: 10:00am-3:00pm";"Jay Jack";;"theacademymaine@gmail.com";"https://www.facebook.com/TheAcademyMaine/";"https://www.youtube.com/user/theacademy207";"https://youtu.be/y9rvb_ANMWM";;1;686;
"Final Round Training Center";"https://finalroundannarbor.com/";(734) 548-9901;"3770 Plaza Dr";"Ann Arbor";"MI";48108;"1/5 Stars";"United States";"Whether your goal is weight loss, improved cardio conditioning, achieving martial arts mastery, or learning practical street self-defense, Final Round will help you with a systematic goal-based approach. Our coaches will work with you to define your objectives and provide the personalized attention you need for sustained growth.";"http://finalroundannarbor.com/wp-content/uploads/2014/04/100.fw_.png";"https://finalroundannarbor.com/classes/childrens-fitness-classes/";"Our children’s fitness and development program is designed first and foremost to develop focused, disciplined, confident kids.  Martial arts provides a fun, practical way to encourage mental and physical well-being for even our youngest students.  Aimed at children from the ages of 6 to 13, our sessions teach the importance of values such as respect, perseverance, and goal-focus that are foundational for lifelong success in any of your children’s endeavors. Our Children’s activities promote skill development, improvement in physical coordination, conditioning, and body awareness that will also translate into other sports or activities with which your child may be involved.  While our children learn practical self-defense, we focus on the self-confidence, verbal techniques and outreach tools that will help to avoid bullying or defuse situations that may lead to aggressive confrontation. Our Children’s program integrates Muay Thai kickboxing, grappling, and Jiu Jitsu techniques that teach functional defense, evasion, escapes, and neutralizing an aggressor while minimizing the probability of injury to the attacker.  Classes move at a quick pace and will keep your child engaged, active and having fun.";"https://finalroundannarbor.com/classes/women-only/";"Final Round offers Brazilian Jiu Jitsu (No Gi) and Muay Thai classes for women.  Although only women may attend, these classes are similar to our regular classes and will teach the same practical self-defense and competitive techniques that are proven to work in real life. We have an active group of women who train in our regular classes but the Women’s Only classes are ideal for those who are interested in learning in an environment exclusively for women or those who seek a smaller group size. These classes are open to all experience and fitness levels, and can help you achieve your fitness or self-defense goals.";"Muay Thai, MMA, Cardio Kickboxing, Boxing";;"http://finalroundannarbor.com/class-schedule/";"Mon-Fri: 6:00am-9:00pm; Sat: 8:30am-1:00pm; Sun: 9:00am-3:00pm";"Matee Jedepeetak";;"finalroundtrainingcenter@gmail.com";"https://www.facebook.com/finalroundannarbor";;;;1;785;
"URSA Academy Ribeiro Jiu-Jitsu Ann Arbor";"https://www.ribeirojjannarbor.com/";(734) 369-8509;"3981 Varsity Dr";"Ann Arbor";"MI";48108;;"United States";"An official Ribeiro Jiu Jitsu Affiliated Academy, URSA Academy is Ann Arbor’s Best Choice for for Martial Arts training in a Fun, Safe, Clean, & Professional Environment.";"https://www.ribeirojjannarbor.com/uploads/7/8/4/3/78439940/1475716562.png";"https://www.ribeirojjannarbor.com/youth-martial-arts.html";"What will YOUR child gain by training in URSA Academy’s Kids Self Defense & Brazilian Jiu Jitsu program? Kids Learn How To Defend Themselves - Many different martial arts claim to teach self-defense, but not every style is practical in the real world. With the majority of physical altercations ending up on the ground, especially in the schoolyard, children must be prepared to defend themselves on the ground and control a bully without ever throwing a punch! Brazilian Jiu Jitsu is the non-violent, submission based self-defense system, trusted by everyone from our military and first responders to air marshals to defend themselves, diffuse a situation, and control an adversary. Build Confidence & Improve Their Behavior - Kids with high self confidence & high self esteem are happier & healthier, tend to have better behavior and fewer tantrums or lash outs, and they are much less likely to be targets for bullies! Jiu Jitsu is an individual sport that celebrates personal achievement and goal setting, and helps children understand their own body type as they develop a style that works to highlight their strengths, and minimize their weaknesses, and helps them become comfortable in their own skin. Its Great For Their Health! - Childhood obesity is on the rise with roughly 1 in 3 children classified as overweight. Schools are cutting the amount of time spent in gym, outdoor free play, and recess. In order for children to be physically healthy and maintain healthy bodies, they MUST participate in physical activity outside of school. Martial arts is a fantastic option for ALL children, especially those children who might, “ride the bench,” in team sports. Brazilian Jiu Jitsu is designed for the smaller weaker opponent to be able to outskill and beat a much larger opponent. It will challenge everyone from the non-athlete to the superstar, and everyone in between.  They Get To Make Great Friends - Physical, emotional, and mental health are important, but what about “social health?’ Every kid needs friends, teammates, and mentors. Martial arts is a rare example of a sport where boys and girls practice together, leading to twice as many opportunities to build friendships. If your child makes friends easily, GREAT! They’ll make many more. If your child struggles to make friends or has some social difficulty in school, the environment at URSA Academy with other kids who share similar interests and experiences may be just what they need to break out of their shell, make friends, and have fun!";;;"Fitness Kickboxing";;;;"Kris Magers";;"Reception@URSAAcademy.com";"https://www.facebook.com/URSAAcademy/";"https://www.youtube.com/user/rjjaannarbor";"https://youtu.be/KLJcRiU_HVM";;1;787;
"Ann Arbor Brazilian Jiu-Jitsu";;(877) 477-1864;"4055 Stone School Rd";"Ann Arbor";"MI";48108;;"United States";"Learn Brazilian Jiu-Jitsu from Professor Sean Bansfield, Black Belt 2nd Degree, Certified by the US & Int'l BJJ Federations";;;;;;;;;"Tues, Wed: 5:30pm-7:30pm; Thurs: 6:30pm-7:30pm; Sat: 10:00am-11:30am";"Sean Bansfield";;"annarborjj@gmail.com";"https://www.facebook.com/A2BJJ/";"https://www.youtube.com/user/annarborjj";"https://youtu.be/_SFScLROW50";;1;783;
"Ann Arbor Mixed Martial Arts";"http://www.annarbormixedmartialarts.com/";(734) 436-4958;"5204 Jackson Rd";"Ann Arbor";"MI";48103;"5/5 Stars";"United States";"Ann Arbor Mixed Martial Arts is the most complete MMA training facility in the Ann Arbor Area. Whether you are looking to get in shape or start a new hobby we have programs to fit your needs. We offer kids, teen and adult classes in Kickboxing, Brazilian Jiu Jitsu (BJJ) and Mixed Martial Arts. We offer a complete training experience. Ann Arbor Mixed Martial Arts is an affiliate of Roufusport Mixed Martial Arts, based out of Milwaukee, WI. All of our students are permitted to train at Roufusport HQ at any time. A2 MMA students are taught the same proper techniques, drills, and overall curriculum Duke Roufus teaches his students and fighters on a daily basis at Roufusport. ";"http://www.annarbormixedmartialarts.com/images/logo.png";"http://www.annarbormixedmartialarts.com/kids-mma.html";"Our childrens program is designed with both parents and the child in mind. For parents, we teach discipline, control, and many important life skills. For kids, we make sure every class is fun and exciting. We keep class moving to hold their attention as well to help your child remain physically fit and improve their level of fitness. But, best of all, your child’s classes will help them learn many of life’s lessons. Our program teaches many of the same values you are teaching your child at home. Every class begins with the students reciting the 5 Tenets of Tae Kwon Do: Courtesy, Integrity, Perseverance, Self-Control and Indomitable Spirit. We finish class by discussing the meaning of a tenet and more importantly how we can apply it to our life. Students are not allowed to advance to the next belt level unless they receive permission from there school teacher as well as their parents.";;;"MMA, Kickboxing";;;;;"No obligation Trial Membership!";"annarbormma@gmail.com";"https://www.facebook.com/AnnArborMMA/";"https://www.youtube.com/user/andydejesus3";"https://youtu.be/q3ALqfm6mnA";;1;784;
