"name";"website";"phone";"address";"city";"state";"zip";"stars";"country";"details";"logo_url";"kids_program_url";"kids_program_detail";"woman_only_program_url";"woman_only_program_detail";"other_programs";"pricing";"schedule_url";"business_hour";"head_professor";"special_offer";"email";"facebook_url";"youtube_channel";"video_url";"awards";"multiple_locations (0=Yes, 1=No)";"id";"NOTES"
"Team Hopkins Hattiesburg";"https://teamhopkinsjiujitsu.com/";(601) 658-0918;"22 Commercial Warehouse Drive";"Hattiesburg";"MS";39402;"5/5 Stars";"United States";"At Team Hopkins Hattiesburg, we're committed to helping you get in shape and stay safe in any real-world situation. Our Jiu Jitsu training is simply second-to-none. We train men, women, and children of all backgrounds and abilities, helping you learn the skill one step at a time. At Team Hopkins, you'll enjoy a supportive environment where you can stay challenged and rely on our dedicated staff to get the most out of every class. ";"https://res.cloudinary.com/display97/image/upload/q_auto,fl_lossy,f_auto/Logo-112282.png";"https://teamhopkinsjiujitsu.com/classes/Kids-Martial-Arts";"There's no better way to build confidence and respect in your child than with our Kids Martial Arts Classes in Hattiesburg. Relying on the art of Jiu Jitsu and the dedication of our instructors, we're introducing students of all ages and abilities to an action-packed curriculum that builds mental, physical, and emotional success like other systems simply can't.";;;"Fitness Kickboxing";;;;"Allen Hopkins";;"teamhopkinsbjj@aol.com";"https://www.facebook.com/teamhopkinsbjj/";;;;1;871;
"SK Martial Arts / Gracie Jiu-Jitsu Billings";"https://www.graciejiujitsubillings.com/";(406) 696-8021;"123 N 15th St";"Billings";"MT";59101;;"United States";"We will teach you effective ways (Gracie Jiu-Jitsu) to avoid conflict; more importantly, we will also teach you what to do if all your avoidance efforts don't work and you actually have to physically defend yourself. Finally, we will teach you what to do after you have survived a physical confrontation. ";"https://pmcontent.blob.core.windows.net/2886b7f662a44d14ade7dbaf412b733b/publicImages/logo-left.png?150417090427";"https://www.graciejiujitsubillings.com/socialsite/self-defense-billings";"Every month in the United States, three million children miss school due to fear of bullies. In the Gracie Bullyproof program, our goal is to instill in your child unshakable confidence so they can overcome bullies without violence. Due to the non-violent nature of the techniques, CNN, ABC, NBC, and Oprah have featured the Gracie Bullyproof program as one of the few effective counter-measures to bullying for children between the ages of 5 and 13. We will teach your child to use verbal assertiveness to deter bullies and several non-violent self-defense techniques to stay safe if physically assaulted. Importantly, we don’t teach how to punch or kick, since this often does more harm than good. Instead, we use leverage-based control holds to neutralize threats without violence. Numerous school districts have embraced the defensive nature of the Gracie Bullyproof techniques as a reasonable, nonviolent response to bullying and some even host Gracie Bullyproof classes on campus! The bottom line is: we will prepare your child to defend themselves against bullies without turning them into one. If you’re interested in instilling your child with unshakable confidence while reinforcing positive values and good character, the Gracie Bullyproof program is for you!";"https://www.graciejiujitsubillings.com/socialsite/women-empowered";"Women Empowered is the official Gracie self-defense program for women. In this 10-lesson program, we will teach you how to neutralize the 15 most common attacks ranging from having your hair grabbed to being pinned to the ground by a weapon-bearing assailant. Each one-hour Women Empowered lesson addresses two techniques. You can start the program at any time and participate in any class without previous experience. Unlike most self-defense systems that rely heavily on strength, speed, and coordination, the techniques in the Women Empowered program employ leverage, technique, and timing, so anyone, regardless of age or athletic ability, can make them work against larger opponents. Once you complete the Women Empowered program, you may test for promotion to Pink Belt! If you have no previous martial arts experience and you want to learn how to defend yourself in a fun, safe, and cooperative learning environment, Women Empowered is for you. Scroll down to learn more about Women Empowered.";;;;;"Shane Weinreis";;"info@graciejiujitsubillings.com";"https://www.facebook.com/graciejiujitsubillings/";;;;1;891;
"Pound For Pound Jiu-Jitsu";;(406) 697-8241;"1603 Grand Ave";"Billings";"MT";59102;;"United States";;;;;;;;;;;;;;;;;;1;888;
"The Grindhouse";"https://www.mmabillings.com/";(406) 200-0198;"2601 Overland Ave";"Billings";"MT";59101;;"United States";"The longer you wait, the further you’re getting from your goal. Those calories aren't burning themselves. Make the commitment to be healthy. We'll be your partner every step (or plank or squat thrust) of the way.";;"https://www.mmabillings.com/programs.html";"Ages 8-14 we focus on Jiu Jitsu, Muay Thai, Boxing, MMA. This is a complete training program for kids! If you are thinking about getting your child involved in Martial Arts, then you are going to love what I am about to share with you. Here is Why...If I told you there is a proven youth Martial Arts Program in your area that can help your child increase Self-Esteem, Improve Behavior, Get in Great Shape, have Fun while learning Self-Defense and Life Skills, become more Focused and Lots More, would you be Interested? If your Answer is ""YES,"" Then I would like to tell you about our Lil Grinders Kids Martial Arts Program that has a lot of parents in the Billings Area raving about the positive benefits our program has to offer them and their children. ""What Can Martial Arts Give My Child That Other Activities Can Not?"" That is a question we get all of the time from concerned Parents. Our answer is simple. We have a specific program designed for kids, that teaches a variety of ""Life Skills."" Focuses on ""Character Building"" not just flashy punches and kicks you might see in the movies. The Physical skills and attributes your child will develop will continually improve because our system is ongoing, not ""Seasonal"" like most Sports. Our system is about a lifestyle, one that makes kids better people overall, on the mats and off the mats, We develop Champions for Life. ";;;"MMA, Muay Thai, Boxing";"New Memberships $120/month (All Access); Mat Fee Price $20/Day; Family Memberships: $120 for 1 Student, $180 for 2 Students, $240 for 3 Students, $300 for 4 Students";"https://www.mmabillings.com/schedule.html";;"Will Grundhauser";;"grindermontana@hotmail.com";"https://www.facebook.com/mmabillings/";;;;1;892;
"Fitness Plus Martial Arts Academy";;;"811 1st Ave N";"Great Falls";"MT";59401;;"United States";;;;;;;;;;;;;;;;;;1;893;
"Atos Jiu Jitsu Of Charlotte";"http://martialartscharlottenc.com/";(704) 512-9397;"11108 S Tryon St";"Charlotte";"NC";28273;;"United States";"Our School is located in the back of Club Fitness on South Tryon. We have been in operation since June of 2011 with Professor Fernando Loor Vera at the helm with a close working relationship with Professor Andre Galvao. We offer classes for all levels of BJJ participants. From the beginner who is looking to learn fundamentals of one of the best forms of self-defense, to the ultimate BJJ competitor. Our aim is to produce champions on and off the mat with a foundation, in hard work, respect and a close affiliation to our BJJ family.";"http://martialartscharlottenc.com/wp-content/uploads/2014/02/logo.png";;"Kids Brazilian Jiu Jitsu is aimed at kids 6-14 years old and integrates physical education and self-defense technique with conditioning and skill-building games aimed at improving coordination, motor skills, agility and flexibility. Our program helps young students develop important character traits and values, including: Excelling in Academics & Athletics; Confidence; Goal Setting; Discipline; Leadership Qualities; Courage";;;;;"http://martialartscharlottenc.com/schedule/";;"Fernando Loor Vera";"Free Week";"flvbjj@gmail.com";"https://www.facebook.com/flvbjj";"https://www.youtube.com/user/issaias30100";"https://youtu.be/C3yURjuyiBE";;1;1063;
"Lucas Lepri Brazilian Jiu Jitsu";"https://lepribjj.com/";(704) 937-1606;"1636 Sardis Rd N A-170";"Charlotte";"NC";28270;"5/5 Stars";"United States";"We are the premiere Brazilian Jiu Jitsu training center in the Charlotte metro area. Head instructor, Lucas Lepri, is among the most decorated jiu jitsu athletes in the entire world, and we are part of the most dominant team in the history of the sport, Alliance. We believe jiu jitsu is more than just a sport, self-defense system, or fitness program; it’s a lifestyle that improves the whole person. The physical, mental, and transcendent benefits of jiu jitsu should be accessible to everyone, from beginner to world-class competitor and any age, sex, or ethnicity. We will help you achieve your goals, whether it is self defense, weight loss, confidence or to be a world champion. In the process, you will transform your life and become tougher, safer, fitter, & better.";"https://lepribjj.com/wp-content/uploads/2014/08/LLBJJ1.png";"https://lepribjj.com/kids-martial-arts/";"Learning a martial art, and Brazilian jiu jitsu in particular, is one of the best gifts you­ can provide a child. It provides character development and personal growth that will impact every area of their life, for the rest of their life. It is a fun way for kids to get into fantastic shape, gain confidence, learn respect, improve discipline, and prevent bullying. Our kids program operates in a fun and nurturing environment, where kids flourish and learn important life lessons like: Through self-discipline, commitment, and perseverance, you can accomplish anything. Improving focus and concentration helps you ignore distractions and fully engage in lessons at school, in sport, and at home. Patience pays off. When you are healthy and fit, you feel better about yourself and are more confident.";;;;;"https://lepribjj.com/classes/schedule/";"Mon, Wed: 10:30am-2:00pm, 4:45pm-9:00pm; Tues, Thurs: 6:45am-8:30am, 11:30am-2:00pm, 4:00pm-9:00pm; Fri: 10:30am-2:00pm, 4:45pm-8:30pm; Sat: 9:30am-2:00pm";"Lucas Lepri";;"info@lepribjj.com";"https://www.facebook.com/lepribjj";"https://www.youtube.com/channel/UCa3EwqQJVDHBUz9I_dsacPg";"https://youtu.be/FpsYa_ZDU98";;1;1071;
"Dojo Body Mind";"https://dojobodymind.com/";(704) 323-6560;"1820 Central Ave";"Charlotte";"NC";28205;;"United States";"Sign up for your complimentary class now! Don’t waste any more time, there is no better time than NOW to start your journey to better health! All you have to do is check out our class schedule, contact us and let us know when you’d like to come in for your complimentary class! Its that easy, no strings attached, no other obligations required!! The more the merrier, grab a friend and help motivate each other to becoming healthier and happier! See you soon!";"https://dojobodymind.com/wp-content/uploads/2017/03/cropped-DojoYinYangLogo.jpg";;;;;"Fitness, Kickboxing, Personal Training";;"https://dojobodymind.com/schedule/";;"Brandon Powell";"1 free trial class offer!";"dojobodymind@gmail.com";"https://www.facebook.com/DojoBodyMind/";"https://www.youtube.com/channel/UCKg9_Pb3Nx_WJK8wBq6f-Sg";"https://youtu.be/JnAWlAk3miI";;1;1065;
"UFC Gym Matthews";"https://ufcgym.com/";(704) 814-0807;"1916 Sardis Rd N";"Charlotte";"NC";28270;"5/5 Stars";"United States";"UFC GYM Charlotte, Matthews, located on Sardis Rd. North, in the Galleria shopping center, offers classes for every fitness level. Whatever your fitness goals are: lose weight, increase strength, sports conditioning, we have daily classes including boxing, kickboxing, functional training, youth programs, Brazilian Jiu-Jitsu & personal training to help you reach those goals.";;"https://ufcgym.com/classes/youth-brazilian-jiu-jitsu-gi";"Students will learn that there is a time and a place for martial arts training. The program integrates; self-defense techniques, conditioning and skill oriented games aiming to improve your child’s motor skills, agility and flexibility. Youth BJJ is a fun class for youth that teaches discipline and helps build confidence.";"https://ufcgym.com/classes/womens-brazilian-jiu-jitsu-gi";"Designed for women, this class teaches basic BJJ techniques and practical self-defense skills. Learn Fundamental Takedowns, Position Controls, Position Escapes, and Submissions and leave feeling stronger and more empowered than ever.";"Boxing Conditioning; Daily Ultimate Training™; Kickboxing Conditioning; Boxing; MMA";;"https://ufcgym.com/matthews/schedule";"Mon-Thurs: 6:00am-9:00pm; Fri: 6:00am-8:00pm; Sat: 8:00am-4:00pm; Sun: 8:00am-2:00pm";;;"matthewsgm@ufcgym.com";"https://www.facebook.com/UFCGYMMatthews/";"https://www.youtube.com/channel/UCp6heUKSgVMhLTFPlmBIzTw";"https://youtu.be/LJr8DTYFGEw";;0;1073;
"Charlotte Jiu Jitsu Academy";"https://charlotte-bjj.com/";(980) 999-0255;"210 Rampart Street";"Charlotte";"NC";28203;"5/5 Stars";"United States";"Here at Charlotte Jiu-Jitsu Academy we do things a bit differently. We are not affiliated with any teams and are open to all practitioners. We strive to offer a great environment for the beginner or competitor. We just love Jiu Jitsu!";"https://static1.squarespace.com/static/57d9c43215d5dbf9d33083b5/t/57df649e03596e8da9138dc8/1560194010673/?format=1500w";;;;;;;"https://charlotte-bjj.com/schedule-1";;"John aka ""Piper""";;"info@cjja.co";"https://www.facebook.com/bjjcharlotte/";"https://www.youtube.com/channel/UCX_HmIqD8qIky2kUq-nFZlQ";"https://youtu.be/T91lLutyGWI";;1;1064;
