"name";"website";"phone";"address";"city";"state";"zip";"stars";"country";"details";"logo_url";"kids_program_url";"kids_program_detail";"woman_only_program_url";"woman_only_program_detail";"other_programs";"pricing";"schedule_url";"business_hour";"head_professor";"special_offer";"email";"facebook_url";"youtube_channel";"video_url";"awards";"multiple_locations (0=Yes, 1=No)";"id";"NOTES"
"Alvarez Brazilian Jiu-Jitsu";"https://alvarezbjj.com/";(817) 308-0663;"1118 W Harris Rd #102";"Arlington";"TX";76001;"5/5 Stars";"United States";"Our program will become a Necessity and Not just a hobby for you and/or your family. From the very beginning you will experience a Positive, Family Atmosphere that will help you and/or your family get in shape, lose weight, eat healthier and become mentally and physically stronger than you have ever been before. Alvarez Brazilian Jiu Jitsu is offering all Men, Women, and Children ages 5 years old and up that are New and have No Prior Experience to Jiu Jitsu, an opportunity to experience any of our programs for 30 Days FREE! During your 30 Day FREE Trial you will get a chance to meet and train with great, positive individuals just like yourself. All students in the Alvarez Brazilian Jiu Jitsu program from White to Black Belt are welcoming and willing to help all the new students. Our High Ranks all know and remember what it is like to walk into the academy for the first time and not know what to expect.";"https://alvarezbjj.com/wp-content/uploads/2017/02/logo.gif";"https://alvarezbjj.com/programs/kids-jiu-jitsu/";"Our program will become a Necessity and Not just a hobby for your child. From the very beginning your child will experience a Positive, Family Atmosphere that will help them learn Respect, Discipline, Hard Work, get them in shape, show them how to eat healthier, become mentally and physically stronger than they have ever been before. Alvarez Brazilian Jiu Jitsu is offering kids 5 years old and up along with teens that are New and have No Prior Experience to Jiu Jitsu, an opportunity to experience our program for 30 Days FREE! Kids that are 5 years old to 12 years old will be placed in our kids class. Teens that are 13 years old and up will practice and train in our Adult/Teen class. When you first come in you will be greeted by one of our Professional staff members that will walk you through our New 15,300 sq ft facility to show you where everything is located, answer any questions you might have and what to expect to make your visit as comfortable as possible. All you need is to be present for any child under 18 years old so that the parent/legal guardian can sign our Waiver. Your child will get a FREE academy t-shirt which is theirs to keep just for trying us out. If you decide that our program is not right for your child and it’s not what you are looking for, No Worries, there are NO strings attached! The FREE academy t-shirt is theirs to keep and we part as friends.";;;;;"https://alvarezbjj.com/programs/jiu-jitsu/";;"Danny Alvarez";"30 Day Trial are for those with NO Experience; 3 Day Trial are for those with Experience looking for New Academy";"info@alvarezbjj.com";"https://www.facebook.com/alvarezbjj/";"https://www.youtube.com/user/alvarezbjj";"https://youtu.be/oTUFKLcAi6I";;1;1320;
"Independent Brazilian Jiu Jitsu";;(817) 475-0500;"7201 S Cooper St #111";"Arlington";"TX";76001;;"United States";;;;;;;;;;;;;;;;;;1;1567;
"Aloisio Silva Brazilian Jiu-Jitsu Academy";"http://silvabjjtx.com/";(817) 937-1771;"2025 S. Cooper St";"Arlington";"TX";76010;"5/5 Stars";"United States";"We are a people centric martial arts academy where the students aspirations are our top priority. We excel at providing a fun and healthy training environment for men, women, and children of all ages. We specialize and provide expert martial arts training in Brazilian Jiu Jitsu, Muay Thai (kickboxing), MMA and Judo. No previous martial arts experience is necessary. Our martial arts training systems are ideal from the novice trainer to the seasoned competitor. Whether you’re into fitness, self defense, weight loss, or competition; we at the Silva Academy are focused on helping you reach your goals. We proudly serve the Arlington, TX community and surrounding cities. We are conveniently located just blocks away from the Parks Mall and the Highlands.";"http://silvabjjtx.com/wp-content/uploads/2014/02/silva-martial-art-school.jpg";"http://silvabjjtx.com/kid-classes/";"The Silva Academy offers age-appropriate programs that are designed to empower your child. They will learn self-defense and make new friends while having fun. Through Martial Arts they will gain many positive attributes such as self confidence, self awareness and self discipline. These are all common core values taught within our kids program. These lessons and values all translate into the real world and have a long lasting positive impact on your child’s life. Our unique teaching style incorporates discipline, structure, learning principles, tradition, and fun. Our Martial Art kid classes are designed to teach a complete self-defense system which will give your child the ability to effectively defend themselves. Martial arts will also improve your child’s coordination, motor skills, balance, agility, flexibility and focus. The Jiu-Jitsu and Muay Thai (kickboxing) Kids classes are structured to be effective, instructional and fun. The classes integrate sport and self-defense techniques with conditioning and skill oriented activities. A typical class is structured with a warm up session that consists of kinesthetic stretches, conditioning and a combination of plyometric movements that translate directly into self defense techniques. They are then taught techniques by our highly qualified instructors and are then paired up with a teammate to drill them. Finally, the kids practice their techniques while sparring/rolling with each other in a safe, and controlled environment always monitored by multiple instructors";;;"Muay Thai (Kickboxing), MMA, Judo";;"http://silvabjjtx.com/silva-martial-arts-class-schedule/";;"Eric Flores";;;"https://www.facebook.com/SilvaBJJTX/";"https://www.youtube.com/user/SilvaBJJTX";"https://youtu.be/qGE3_CteLfk";;1;1319;
"Yama-Kan Self-Defense School";"https://www.austintexasmartialarts.com/";(512) 680-1387;"10516 Manchaca Rd #100";"Austin";"TX";78748;;"United States";"Yama-Kan is a mixed martial arts gym offering classes for both kids and adults. Our speciality is teaching the self defense martial art, Kajukenbo. Kajukenbo is America’s first mixed martial art which was developed in Hawaii after WW2 as a real world self defense system. Kajukenbo combines elements of several martial arts: Karate (‘Ka’), Judo (‘ju’), Kenpo (‘ken’), and Boxing (‘bo’). We also have a great group of instructors to teach classes in kickboxing, Brazilian Jiu Jitsu, Judo, and more to get you in the best shape of your life. While our adult classes focus more on self defense applications, our kids martial arts classes focus more on fun, enriching experience that builds their body control and discipline. We have recently moved to South Austin off of Manchaca Rd so we can better serve our many students from Buda and Kyle. ";"https://www.austintexasmartialarts.com/wp-content/uploads/2019/07/yama-kan-logo-600.png";"https://www.austintexasmartialarts.com/classes/kids";"At Yama-Kan Kajukenbo, our children’s programs are second to none. We realize that although learning to defend yourself is important, there are far more important benefits that come from enrolling your child in a martial arts program. We take seriously our responsibility of being a positive influence on your child. Children thrive in the company of engaged adults who understand their development and teach them accordingly. Our instructors take time to listen to each child’s ideas, engage in conversation, and laugh with children when something funny happens. We maintain a disciplined environment without ever frightening, humiliating, or coercing children.";;;"Kajukenbo, Judo, Kaju Strong Kickboxing, Muay Thai";;"https://www.austintexasmartialarts.com/schedule";;"Tony Morel";;"tony@austintexasmartialarts.com";"https://www.facebook.com/Yama-Kan-School-1753879131383454/";"https://www.youtube.com/channel/UC9OXLe5EUzRl7aTGH0XhvBw";"https://youtu.be/cTb42WQirl8";;1;1269;
"JJ Machado Austin";"https://www.jjmachadoaustin.com/";(512) 956-0898;"11210 W Hwy 290, A200";"Austin";"TX";78733;;"United States";"4,000 Sq Feet Facility; Floating Mats; Rogue Training Equipment; Cardio Equipment; Mens & Womens Locker Rooms With Showers;  Guest Lounge; Laundry Service; Complimentary Nespresso Coffee Bar; Complimentary WiFi; Complimentary Towel Service; Kids Art Table to Accommodate Families";"https://static.wixstatic.com/media/6f3235_d2fe09799eac4b5cb9ee346643f80bee~mv2.jpg/v1/fill/w_107,h_105,al_c,q_80,usm_0.66_1.00_0.01/6f3235_d2fe09799eac4b5cb9ee346643f80bee~mv2.webp";"https://www.jjmachadoaustin.com/class-descriptions";"Brazilian Jiu Jitsu classes tailored for kids and youth ages 7 - 13.";;;;"1 Week Unlimited Pass $100.00; Registration $50.00; Police, Fire & Military Rate $130.00; Monthly Unlimited BJJ Membership $150.00; Monthly Kids Unlimited BJJ Membership $120.00; Monthly Teen Unlimited BJJ Membership $130.00; 1 Single Class $25.00; 1 Day Pass $50.00. (EFT) All Monthly payments made via Electronic Funds Transfer. Family Rates are available.";"https://www.jjmachadoaustin.com/schedule-rates";;"Todd White";"One Week Free. All classes. All levels (for prospective students)";"info@jjmachadoaustin.com";"https://www.facebook.com/jjmachadoaustin/";"https://www.youtube.com/channel/UC1zpfbG_g4IU22bH3RXCGmA";"https://youtu.be/j0T4mFwA2B8";;1;1257;
"John's Gym Mixed Martial Arts & Fitness";"https://www.johnsgymatx.com/";(512) 621-8136;"11416 Ranch Rd 620 N";"Austin";"TX";78726;"5/5 Stars";"United States";"John’s Gym Mixed Martial Arts and Fitness is Austin’s most credentialed Martial Arts Program. We train all skill levels and ages in the most effective self defense and fitness systems in the world. For over 8 years, John’s Gym has specialized in Brazilian Jiu Jitsu, Muay Thai, Boxing, and Mixed Martial Arts. Our training programs are the perfect fit for anyone wanting to get in better shape, learn self defense, compete or a combo of all three. Be Your Best, Train With The Best –  train at John’s Gym Mixed Martial Arts and Fitness in a family friendly environment with people who have world-class credentials and a system proven to develop the best version of yourself.";"https://www.johnsgymatx.com/wp-content/uploads/2019/07/logo_3.png";"https://www.johnsgymatx.com/class/kids-martial-arts-class-austin-cedar-park/";"Welcome to the #1 Rated Kids Martial Arts Program for Self Defense in NW Austin / Cedar Park. We empower your child with confidence, discipline, and practical self defense. Our instructors are Certified Professionals with a combined 15yrs of teaching experience ensuring your child receives top notch instruction while having fun and learning to defend themselves. We have a great group of quality kids in our Kids Brazilian Jiu Jitsu classes and we look forward to welcoming your child, too.";"https://www.johnsgymatx.com/class/womens-only-self-defense-class-at-johns-gym-cedar-park-austin-tx/";"Each of us is aware of a woman that has been put into a compromising situation where they felt their safety was at risk. Perhaps we even know of someone that has been attacked by a stranger or even a “loved one”. Perhaps that person is you. John’s Gym has put together a women’s only self defense class to help women of all ages be able to PROPERLY defend themselves. John’s Gym is a family fitness and martial arts gym where we offer a wide variety of fitness and martial arts programs, and now we’re putting it all together for practical self defense use. We are proud to offer one of Austin’s first complete women’s self defense classes in a small group setting – minimum 5 women. Most women’s self defense classes focus on defending an attacker while standing, leaving the ground portion completely out of the equation. When attempting to subdue an attacker it is very important to know how to defend standing up, but just as important, if not more importantly, what do to when on the ground.";"Boxing, Muay Thai, MMA";;"https://www.johnsgymatx.com/schedule/";"Mon-Thurs: 11:30am-1:00pm, 4:00pm-9:00pm; Fri: 11:30am-1:00pm; Sat: 10:00am-1:00pm";"John Ramseier";"30 days free trial offer!";;"https://www.facebook.com/johnsgymatx/";"https://www.youtube.com/user/JohnsGymATx";"https://youtu.be/yoiuCvsUEmw";;1;1541;
"Austin Submission Fighting";"http://www.austinsubfight.com/";(512) 431-2458;"11940 Manchaca Rd #104";"Austin";"TX";78748;"5/5 Stars";"United States";"We are more than a simple Martial Arts School.";"http://www.austinsubfight.com/images/logo.png";"http://www.austinsubfight.com/kidsbjj.html";"Our Tiny & Jr. Warriors Brazilian Jiu-Jitsu Program is a comprehensive approach to developing a child’s motor skills, problem solving skills, self-defense skills along with boosting confidence and instilling self-discipline. 4-7 yrs - Tiny Warriors, 8-13 yrs- Jr. Warriors. The Tiny Warriors and Jr. Warriors programs not only provide the above mentioned benefits, it’s also SUPER FUN! Bully proofing, physical fitness, self-confidence, respect and problem solving skills all wrapped in a convenient super fun package. The 4 D’s Drive :: Discipline :: Dedication :: Determination";"http://www.austinsubfight.com/womenjj.html";"Our Women’s Jiu-Jitsu program is not a watered down version of the adult program. The Women’s Jiu-Jitsu class is the exact same program as the Adult Brazilian Jiu-Jitsu however in an environment that may be considered less intimidating for ladies who would like to try Jiu-Jitsu but not necessarily want to “wrestle the guys”.  Ages 13+. The Women’s Jiu-Jitsu Program’s curriculum being the same will make for a smooth transition into the normal Adult Jiu-Jitsu classes once a student is wanting to test themselves even more. ";"MMA";;"http://www.austinsubfight.com/schedule.html";;"Bryan Evans";"1 week free trial offer!";"diabo@austinsubfight.com";"https://www.facebook.com/ASFMMABJJ/";"https://www.youtube.com/channel/UCK4y9ny3lVHuVt-aNe8Dr7A";"https://youtu.be/qLOct4dfHQQ";;1;1252;
"Vandry Brazilian Jiu Jitsu";"http://austinbjj.com/";(512) 585-1289;"12001 Oak Knoll Dr";"Austin";"TX";78759;;"United States";"The BJJ classes are instructed by 6th degree Brazilian Jiu Jitsu Black belt William Vandry along with other high ranking assistants. Vandry is an accomplished BJJ instructor under the legendary Carlos Machado, and his brothers from Brazil. Vandry was one of Texas’ first four BJJ Black belts under Machado; and has competed for 7 years at the world Championship Pan Americano. Feel free to come by and watch one of our Austin BJJ classes; and read William Vandry’s Brazilian Jiu Jitsu blog, “BJJ in My Eyes”.";;"http://austinbjj.com/classes/kids/";"Kids? BJJ? You better believe it! Brazilian Jiu Jitsu is a popular martial art that blends science, philosophy and physical application toward self defense. Kids learn motor and reactive skills at an early age under quality BJJ instruction. Many times in our society, martial arts are misperceived as simply a ritual of greetings – bowing to attribute respect and attending class as a means towards rank; but this is simply not so at our Brazilian Jiu Jitsu school. At the Vandry BJJ Academy in Austin, there are Brazilian Jiu Jitsu children’s classes for the ages of 7-15. The kids BJJ class initiates learning physical training to develop a child’s stamina and strength. The children learn techniques of BJJ for the purposes of self-defense, future sport competition; and to develop motor skills via more hands on athletic training through monitored Brazilian Jiu Jitsu sparring. Head Instructor William Vandry, Coach Dr. Jeff Snow, Coach Myron Dixon and Coach John Hancock teach the kid’s class. BJJ has no room for egos, the style eliminates ego very quickly. Our academy nurtures and establishes bonds of communication along with the athletic “team” approach for children. Martial arts has used the pitch of the “bully” sale for decades; in which guaranteeing children’s ability to overcome a bully is sold as long as the parent’s pay dues. At Vandry BJJ, there is more to our approach, corrections, new techniques, constant mat time, sparring with different bodies and speeds that make a difference in children. This enables your child to face approaches of a confrontational situation in life. Team Vandry has numerous children successful in BJJ tournaments, whom demonstrate their skills learned at the Austin academy. Whether your child competes or not, Brazilian Jiu Jitsu helps solve some important learning lessons for children.";"http://austinbjj.com/classes/women/";"Women are a smaller percentage of active Martial artists than men.  One reason is intimidation, or at times an academy does not work with women or even men in an introductory fashion.  We have clinics and private classes for women to reach out and expose self defense, and Jiu-jitsu techniques.";"Kickboxing, VCATS (Vandry Combative Arrest Tactics and Strategies)";;"http://austinbjj.com/about-us/class-schedule/";;"William Vandry";;"wvandry@austin.rr.com";"https://www.facebook.com/vandrybjj/";"https://www.youtube.com/user/OfficialVandryBJJ";"https://youtu.be/DtfPflQHTPk";;1;1267;
"Vasquez Academy";"https://www.vasquezacademy.com/";(512) 413-0187;"12110 Manchaca Rd #401";"Austin";"TX";78748;;"United States";"The Vasquez Academy is one of the leading martial arts schools serving the Austin, San Marcos, Kyle, and Buda area and is just minutes from The University of Texas. Rudy Vasquez has been teaching kickboxing and martial arts in the Austin area for over 30 years. The Vasquez Academy has helped countless people reach their goals in weight loss, getting in shape and even winning titles in Boxing, Kickboxing and (MMA) mixed martial arts. Rudy Vasquez, owner and head instructor of the Vasquez Academy, has studied over 10 different martial arts in 36 years. Some of the arts studied by and certified under are Muay Thai, Jun Fan Jeet Kune Do (Bruce Lee’s art), Karate, Kali, Escrima, Arnis and Silat.  Whether you are looking to lose a few pounds, get in better shape, or compete, the Vasquez Academy has what you are looking for. We offer classes in Muay Thai Kickboxing, Boxing, Brazilian Jiu-Jitsu (BJJ) and MMA. Mr. Vasquez has studied BJJ with Renzo Gracie, Rolles Gracie and Igor Gracie. The programs offered at the Vasquez gym are designed with the beginner in mind.  Come and join us!";"https://www.vasquezacademy.com/wp-content/uploads/2018/08/VasquezAcademyLogo-e1534968949835.png";;;;;;;"https://www.vasquezacademy.com/schedule/";;"Rudy Vasquez";;;"https://www.facebook.com/VasquezAcademy/";"https://www.youtube.com/user/rudyv";"https://youtu.be/23772UCPvJ8";;1;1268;
"Claunch Academy of Brazilian Jiu-Jitsu";"https://www.claunchacademyofbjj.com/";(512) 297-0529;"12233 Ranch Rd 620 N, Suite 109";"Austin";"TX";78750;;"United States";"The Claunch Academy of Brazilian Jiu Jitsu is an officially recognized IBJJF Brazilian Jiu Jitsu School located in Austin Texas.  We service the Austin, Cedar Park, and Leander area. Our head Instructor is Team Brasa Brazilian Jiu Jitsu 2nd Degree Black Belt Jason Claunch.  Mr. Claunch recieved his Black belt from 3x World Champion Mario Queiroga in 2011, and is a member of the Mario Queiroga Brazilian Jiu Jitsu Network.  Jason Claunch is an official International Brazilian Jiu Jitsu Federation (IBJJF) Certified 2nd Degree Black Belt. Instructor Griff Dabadie is an IBJJF Certified Black Belt, and is a Second Degree Brown Belt in Judo. Instructor Brandon James is a Certified Black Belt in BJJ. If you are searching for top notch Brazilian Jiu Jitsu instruction at an excellent facility search no more. Our focus is the technical development and safety of each student at our academy. An organized and comprehensive curriculum in traditional Brazilian Jiu Jitsu is taught at our school.";"https://www.claunchacademyofbjj.com/wp-content/uploads/2012/01/cropped-claunchtriangebrasa-header1.jpg";;;;;;;"https://www.claunchacademyofbjj.com/locations/";"Tues, Wed, Thurs: 7:30pm-8:30pm, Open Mat Sat: noon-1:00pm; Sun: 4:30pm-6:30pm";"Jason Claunch";;;"https://www.facebook.com/Claunch-Academy-of-BJJ-107739985952876/";;;;1;1545;
