"name";"website";"phone";"address";"city";"state";"zip";"stars";"country";"details";"logo_url";"kids_program_url";"kids_program_detail";"woman_only_program_url";"woman_only_program_detail";"other_programs";"pricing";"schedule_url";"business_hour";"head_professor";"special_offer";"email";"facebook_url";"youtube_channel";"video_url";"awards";"multiple_locations (0=Yes, 1=No)";"id";"NOTES"
"Delaware Self Defense Academy - Middletown";"http://delawarecombatsports.com/";(302) 531-6147;"230 Dove Run Dr.";"Middletown";"DE";19709;;"United States";"Delaware Self Defense Academy is the leading Gracie Jiu-Jitsu, Judo, and Youth Scholastic Wrestling Academy in Central Delaware. We are devoted to teaching and training our clients in the most effective and realistic Martial Arts Disciplines and fitness philosophies. We are the only academy in the area that offers the diversity in programs and expertise in instruction. Programs at the Academy include Gracie Brazilian Jiu Jitsu(Self Defense) and year round Youth Scholastic Wrestling. We provide instruction for all ages starting at 3 years old. With certified and expert level instruction in all programs and a wonderful family atmosphere, Delaware Self Defense Academy is your perfect choice for Martial Arts and Fitness in the Central Delaware area.";"http://delawarecombatsports.com/wp-content/uploads/2013/10/newdcslogo-768x751.jpg";"http://delawarecombatsports.com/youth-training/";"Here at Delaware Self Defense Academy and Top Team Youth Wrestling Academy your child will learn:  Invaluable Self Defense Skills; Successful habits; Respect for self, parents, and others; Self discipline and responsibility; Health and Fitness; Goal Setting and achieving skills and Perserverance.";;;;;"http://delawarecombatsports.com/schedule-2/";;"Ronnie Wuest";;;"https://www.facebook.com/Delaware-Self-Defense-Academy-Gracie-Jiu-Jitsu-1648859302099048/";"https://www.youtube.com/channel/UCEciv_p_cvkb8-yH9KuImLw";"https://youtu.be/VO4VarkZGOg";;0;1011;
"First State Martial Arts Academy";"http://doverbjj.com/";(302) 450-2600;"529 S Red Haven Ln #102";"Dover";"DE";19901;;"United States";"First State Martial Arts Academy is an official Pedro Sauer Gracie Jiu-Jitsu Academy located near Camden and Dover, Kent County, Delaware. At First State, students will learn authentic Gracie Jiu-Jitsu and realistic self-defense. Members can expect top-notch instruction from trained instructors who are passionate about sharing the art of Brazilian Jiu-Jitsu. First State also offers Muay Thai Kickboxing, Combat Fitness and other programs for men, women and children.";;"http://doverbjj.com/our-classes/";"Brazilian Jiu-Jitsu for kids focused on fun, fitness and self-defense.";"http://doverbjj.com/our-classes/";"Realistic self-defense for women based on the principles of Gracie Jiu-Jitsu.";"Judo Classes; Combat Fitness Classes; Muay Thai Kickboxing Lessons; Kids Bullyproof Seminars; Homeschool Programs";"3 Months Membership $189. Prices are per month. Schedule a private consultation to discuss our programs and pricing options; 7 Months Membership $164. Prices are per month. Schedule a private consultation to discuss our programs and pricing options; 12 Months Membership $139. Prices are per month. Schedule a private consultation to discuss our programs and pricing options";;;"Mike Withrow";"Try a month of classes for free to see if our academy is a good fit for you and your goals.";"train@firststatebjj.com";"https://www.facebook.com/firststatebjj";"https://www.youtube.com/channel/UCsNdcVK3wZvJr8eH7h08F9Q";"https://youtu.be/jnZG3DlUOCI";;1;408;
"Delaware Self Defense Academy - Dover";"http://delawarecombatsports.com/";(302) 531-6147;"506 Jefferic Blvd.";"Dover";"DE";19901;;"United States";"Delaware Self Defense Academy is the leading Gracie Jiu-Jitsu, Judo, and Youth Scholastic Wrestling Academy in Central Delaware. We are devoted to teaching and training our clients in the most effective and realistic Martial Arts Disciplines and fitness philosophies. We are the only academy in the area that offers the diversity in programs and expertise in instruction. Programs at the Academy include Gracie Brazilian Jiu Jitsu(Self Defense) and year round Youth Scholastic Wrestling. We provide instruction for all ages starting at 3 years old. With certified and expert level instruction in all programs and a wonderful family atmosphere, Delaware Self Defense Academy is your perfect choice for Martial Arts and Fitness in the Central Delaware area.";"http://delawarecombatsports.com/wp-content/uploads/2013/10/newdcslogo-768x751.jpg";"http://delawarecombatsports.com/youth-training/";"Here at Delaware Self Defense Academy and Top Team Youth Wrestling Academy your child will learn:  Invaluable Self Defense Skills; Successful habits; Respect for self, parents, and others; Self discipline and responsibility; Health and Fitness; Goal Setting and achieving skills and Perserverance.";;;;;"http://delawarecombatsports.com/schedule/";;"Ronnie Wuest";;;"https://www.facebook.com/Delaware-Self-Defense-Academy-Gracie-Jiu-Jitsu-932205903558166/";"https://www.youtube.com/channel/UCEciv_p_cvkb8-yH9KuImLw";"https://youtu.be/VO4VarkZGOg";;0;407;
"Predator MMA";"http://de-predatormma.com/";(302) 416-0160;"245 Quigley Blvd, Suite I";"New Castle";"DE";19720;;"United States";"Our goal is to provide a structured environment that fosters the values of discipline, dedication, determination, and fair play. We aim to develop in all our students and parents a “team” esprit de corps that will help all of us grow as Martial Arts practitioners and as individuals. There are many benefits associated with being a Predator MMA Academy student. We offer a plan to fit everyone’s needs along with discounts for uniformed services, college students, and families.";"https://pbs.twimg.com/profile_images/1693296990/tribal_wolf_400_400x400.jpg";"http://de-predatormma.com/children/";"The Predator MMA Academy (PMMAA) goal is offer children the necessary skills to shape the physical and moral fortitude that builds confidence and, when coupled with self-discipline and personal motivation, leads to success in anything they set their minds to, whether at school, in sports, with family or friends. All of our programs are designed around the safety of the children involved. Although we strive to maintain an exciting and challenging physical experience for the young students, we will never sacrifice safety. Our children programs are based on the traditional Gracie BJJ principles while our MMA classes include basic kickboxing, jiu-jitsu, wrestling, boxing, judo, and muay thai techniques. We consistently weave within each technique; the necessary steps to develop self-discipline and self-confidence that will help children develop their ability to seek success with all their actions.";"http://de-predatormma.com/women/";"New to the Academy, the Women only self-defense course is designed to teach the basics of surviving a hostile confrontation with an attacker whose intent is to harm or kill his/her victim. The course targets women 16 years of age and older and addresses the basic techniques that may be used to assist with recognizing, neutralizing, and evading harmful situations. The techniques and concepts presented throughout the course could be applied to many more situations than those covered; and the techniques shown can be easily practiced on your own.";"MMA, Pekiti Tirsia Kali (FMA)";;;;;;;"https://www.facebook.com/Predator-MMA-181208431925300/";"https://www.youtube.com/user/DEPredatorMMA";"https://youtu.be/po0TQAb0UbU";;1;401;
"Jack's Kickboxing Gym";"https://jkbgym.com/";(302) 731-3775;"106 Albe Dr";"Newark";"DE";19702;;"United States";"Jack Murphy, the founder, started in basement boxing in the mid 60’s and karate in the late 60’s and early 70’s. He has spent time in several different disciplines and started in kickboxing in the early 90’s. Jack started a club at his house in 1993 and opened Jack’s Kickboxing Gym in 1994. In 1994 Jack’s won its first championship and since then produced several champions and over 70 titles, and still going strong.";"https://jkbgym.com/wp-content/uploads/2018/12/Jkbgym-logo.png";;;;;"Mixed Martial arts (MMA), Boxing, Kickboxing, Muay Thai, Wrestling, Judo, International Kickboxing, San-Da";;"https://jkbgym.com/schedule-classes/";;"Jack Murphy";;;"https://www.facebook.com/JacksGymDelaware/";;;;1;398;
"Delaware Dragon Martial Arts";"http://www.delawaredragonma.com/";(302) 453-8575;"106 Louviers Drive";"Newark";"DE";19711;;"United States";"The System of martial arts that is taught at Delaware Dragon Martial Arts is a combination of multiple styles of arts. By combining these different styles, we have developed a martial art that is well-rounded and oriented towards self-defense. The primary arts that are taught in class are Taekwondo, Aikido, Ju-jitsu, Muay Thai, Brazilian Jiu-jitsu, Arnis, and the Samurai Sword. You will learn all of these styles in our traditional arts program.";"http://www.delawaredragonma.com/images/pages/newark-martial-arts.png";"http://www.delawaredragonma.com/classes.php";"Martial Arts have been an amazing tool for teaching children to become more confident, disciplined and focused – for over 2,000 years! This helps them earn better grades, have higher self-esteem, improve health & fitness, and teaches them to defend themselves physically from bullies, too. Our Newark Kids Martial Arts program will help your child reach their full potential... and have a ton of fun at the same time! ";;;"Taekwondo, Aikido, Muay Thai, Arnis, Samurai Sword";;"http://www.delawaredragonma.com/fitness-kickboxing/signup.php";;"Sean Riley";;;"https://www.facebook.com/DelawareDragonMA/";;;;1;396;
"Dauntless Gym";"https://fightdrive.com/";(302) 743-3115;"13 Prestbury Square";"Newark";"DE";19713;;"United States";"At Dauntless ALL students are treated like Champions. New students or those lacking in athletic ability are NOT left behind. Every BJJ and MMA student at Dauntless gets in depth instruction with all efforts to make them something exceptional. More than superficial knowledge with give them detailed explanations and experiences for our students to gain a greater sensitivity and skill level in Brazilian Jiu-Jitsu & Mixed Martial Arts.";"https://img1.wsimg.com/isteam/ip/399312c4-57cc-403c-9272-bfee29c76226/logo/84d48fab-d1c0-47f0-aba5-25b8a77835cf.jpg/:/rs=h:158/qt=q:95";"https://fightdrive.com/youth-bjj-6-12";"Kids Brazilian Jiu-Jitsu Ages 6-12: Kids Brazilian Jiu-Jitsu is much more than just the moves, it is also the energy within the moves. That being said we do our best to teach all our kids the full substance of every position, action and reaction to make them not forceful but truly good at BJJ. This is something that really shows in our competition record.";;;"MMA, Pekiti-Tirsia";;"https://fightdrive.com/schedule";"Mon, Wed: 5:30am-10:00pm; Tues, Thurs 5:30am-9:00pm; Fri 5:30am-8:00pm; Sat: 9:00am-2:00pm";"Allen J. Sachetti";;;"https://www.facebook.com/dauntlessmmabjj/";"https://www.youtube.com/user/Isog12/featured";"https://youtu.be/JzY1gO_XjYA";;1;395;
"Elite Brazilian Jiu Jitsu";"http://elitejiujitsu.com/";(302) 738-9988;"280 E Main St., Ste 117";"Newark";"DE";19711;;"United States";"We constantly strive to provide the means of improvement for ourselves and our students, including seminars, special training and guest lectures. At Elite BJJ our goal is to provide a safe, clean, enjoyable environment where our students can learn the “ring tested” techniques of Master Robson Moura. We view all of our members as part of the Elite BJJ team and encourage members to support each other both in class and outside the academy. BJJ is a martial art and combat sport that focuses on grappling and especially ground fighting with the goal of gaining a dominant position from which to force an attacker to submit. Brazilian Jiu-Jitsu training allows a smaller person using leverage and proper technique to defend themselves against a larger, stronger assailant. It is for many of these reasons that Jiu-Jitsu proves to be an effective system for self-defense.";;"http://elitejiujitsu.com/classes/childrens-jiu-jitsu";;;;"MMA, Submission Wrestling";;"http://elitejiujitsu.com/class-schedule";;"Jeff Mitchell";;;"https://www.facebook.com/Elitejiujitsude/";;;;1;397;
"Triple Threat Combat Sports";"http://www.ttcombatsports.com/";(443) 466-2615;"38 Albe Dr #11";"Newark";"DE";19702;;"United States";"Triple Threat Combat Sports is a Yamasaki Brazilian Jiu Jitsu affiliate with an active mixed martial arts and jiu jitsu team. Classes in MMA, Gi and No Gi Jiu Jitsu are available for adults and children.";;"http://www.ttcombatsports.com/kidsclasses/kidsclasses.php";"Our Children’s Classes are designed to: 1. Ensure we emphasize the importance of a healthy lifestyle, instill a competitive spirit, and build confidence in your son or daughter, 2. Ensure your son or daughter understands the importance of team work and what it means to be part of a team. 3. Ensure your son or daughter understands and can apply techniques designed for self defense against any size attacker. 4. Ensure your son or daughter has FUN in a healthy and safe environment";;;"Mixed Martial Arts (MMA), Judo";;"http://www.ttcombatsports.com/_guilayer/viewschedule.php";;"Kevin M Green";;"ttcombatsports@gmail.com";"https://www.facebook.com/3TCombatSports/";"https://www.youtube.com/user/ttcombatsports";"https://youtu.be/0YtiQ46QMoU";;1;402;
"MVJ Athletics Training Center";"http://www.mvjathletics.com/";(302) 861-6350;"705 Dawson Dr";"Newark";"DE";19713;;"United States";"The Roots of the “Vee Jitsu System of Systems” rests with the development of Modern Vee Jitsu. Modern Vee Jitsu is the classical style of Vee Jitsu that was taught exclusively by Supreme Grand Master Florendo Visitacion in the 1950’s. The Modern Vee Jitsu fighting system has both an external and internal component. The external component conditions the body, develops physical power and takes the outward manifestations of strength. The internal component develops inward body functions (such as breathing), intuitive response, concentration and strength of will. In combination these two components form the yielding and flowing style of Modern Vee Jitsu. This fighting style is the progenitor of all the fighting systems developed by Supreme Grand Master Florendo Visitacion.";"http://www.mvjathletics.com/wp-content/uploads/2014/07/MVJA-HEADER2.jpg";"http://www.mvjathletics.com/kids-programs/";"Wouldn’t you like your child to develop amazing self-discipline, a positive attitude, and an unstoppable “can-do” level of confidence? By choosing the Modern Vee Jitsu Athletic Training Center you can help to cultivate these qualities in your child. Experts agree that martial arts is one of the very best ways to help children gain self-discipline, respect and confidence.  These skills are the foundation which your child will build their future successes on as they grow.";;;"Boxing, Kickboxing";;"http://www.mvjathletics.com/schedule/";"Mon, Fri: 11:00am-8:00pm, Tues, Thurs: 4:00pm-9:00pm, Wed: 11:00am-9:00pm, Sat: 10:00am-1:00pm";"Greg Pritchett";;"mvjclubde@gmail.com";"https://www.facebook.com/mvjathletics/";"https://www.youtube.com/user/afrikantaoist";"https://youtu.be/gO2jNp4Uu94";;1;400;
