"name";"website";"phone";"address";"city";"state";"zip";"stars";"country";"details";"logo_url";"kids_program_url";"kids_program_detail";"woman_only_program_url";"woman_only_program_detail";"other_programs";"pricing";"schedule_url";"business_hour";"head_professor";"special_offer";"email";"facebook_url";"youtube_channel";"video_url";"awards";"multiple_locations (0=Yes, 1=No)";"id";"NOTES"
"Paul Tom's Academy of Brazilian Jiu-Jitsu";"http://bjjutah.com/";(801) 362-0391;"450 East State Street";"American Fork";"UT";84003;;"United States";"At Paul Tom's Academy of Brazilian Jiu Jitsu we focus on the personal progress of our students and in helping them achieve their goals. Not only do we have great students with whom to train but we also have four black belt professors who regularly teach and train at the Academy, reinforcing good fundamentals and insuring that each student is able to receive the instruction they need to succeed.";"https://images.squarespace-cdn.com/content/540b6ea4e4b08734f6c22159/1410120125418-2M5ITPWSFBP0G7MD0SJF/Header.png?format=750w&content-type=image%2Fpng";;;;;;;"http://bjjutah.com/schedule";;"Paul Tom";;"bjjutah@gmail.com";"https://www.facebook.com/bjjutah/";;;;1;1598;
"Integrated Martial Arts of Utah";"http://54thstreetgym.com/";(801) 301-6436;"4074 South 300 West Commerce Drive";"Murray";"UT";84107;;"United States";"Our martial arts gym in Murray, UT specializes in the Bihonte (Bee-hon-te) Combativos System, which is a composite group of highly effective developed martial arts systems that combine to form a unique system of martial arts. The Bihonte system has as its core, five unique martial arts systems that each focus on various aspects of hand-to-hand combat. These five systems include Mokuraiken Kempo which is emphasized by lightning fast strikes and low kicks, Jeet Kune Do (Bruce Lee’s method of kickboxing and Wing Chun), ShihKeafma (Filipino Stick and Blade Arts), & Brazilian Jiu-jitsu/BJJ (specifically Pedro Sauer Gracie Jujitsu), and Hai Ki Chi Do (stand up Jiu-Jitsu), each of which was developed and practiced by various martial arts masters and founders who sought to develop one highly effective martial arts system that would incorporate and complement each of the individual systems and yet allow for effective fighting methods which incorporated a blend of striking, kicking, throwing, take downs, submissions, grappling, conditioning, joint locks, individual weapons training, and weapon disarmament. In addition to martial arts training the 54th Street Gym offers Fusion Fit training for men and women which is a unique form of heavy punching bag, focus mitt, thai pad, belly pad, shadow boxing, and plyometrics designed to use the body’s own natural weight for conditioning. It is an excellent way to get in shape, stay in shape, or improve your shape.";"http://54thstreetgym.com/wp-content/uploads/2018/04/Combativos-e1522785286540.gif";"http://54thstreetgym.com/kids-program/";"Looking for a fun, exciting activity for your kids? Check out our kid’s martial arts in Murray, UT! At Integrated Martial Arts, we believe that the foundation of martial arts training should be a broad one. Our children’s martial arts classes draw upon the same great sources for striking, kicking, grappling, and self-defense as our adult classes, but provide that training in a single, integrated format designed specifically for a younger audience. Students will learn grappling from Brazilian Jiu-jitsu, striking from Muay Thai, Kickboxing, Taekwondo, Kempo and Kali, along with self-defense courses, and anti-bullying skills, all in a format that is fun and safe for kids of all ages. We have several programs for kids. Beginners and Advanced as well as a class that is actually done with the parents if they choose to participate. The Beginner Kid’s/Jr. Grappler’s class is for kids that are 7-15 years of age and who have never done any martial arts classes. In the Jr. Grapplers program, we focus on 30 non-violent self-defense techniques that teach children to “neutralize and negotiate” with the bullies. Verbal assertiveness strategies are a major portion of this curriculum. A child needs absolutely no experience to start, and we guarantee a noticeable increase in your child’s confidence within a few weeks! In addition to the Gracie Brazilian Jiu-Jitsu, we teach the kids a combination of punching, kicking and simple self-defense skills. The other group is the Kids Advanced for kids 7-15 that have achieved at least a gold belt rank and above. If your child trained in another martial art they may be allowed to participate in this class after an initial assessment period. We want to make sure that every student has a good foundation to allow them to progress with the other kids in the class. Kids in this martial arts class will engage in controlled sparring and grappling. The parent/child class is for kids 4-7. It is done once a week and is often done with the parent so that the parents can work with the child thru the week. We teach the kids basic self-defense techniques while instilling the foundational principles of leverage and control. The secret to the success of this program is that we make the lessons so fun that the kids beg for more!";;;"Jeet Kune Do, Kali, Mokuraiken Kempo, Kickboxing Boot Camp";;"http://54thstreetgym.com/schedule/";;"Dan Berry";;"54thstreetgym@gmail.com";"https://www.facebook.com/gracieacademyutah/";;;;1;1587;
"Paul Tom's Academy of Brazilian Jiu-Jitsu: Team Precision";;(801) 362-0391;"930 S State St";"Provo";"UT";84606;;"United States";;;;;;;;;;;;;;;;;;1;1396;"Closed"
"VASA Fitness Brickyard";"https://vasafitness.com/";(801) 484-8786;"1172 Brickyard Rd";"Salt Lake City";"UT";84106;"4.6/5 Stars";"United States";"We’re the gym in Salt Lake City with the mostest! More space and more amenities means there’s something for everyone. Whether you’re a cyclist, a swimmer, a lifter or a baller, we’ve got what you need to crush your fitness goals.";"https://i5p7r4n8.stackpathcdn.com/wp-content/uploads/2018/12/vasa-logo-2019.png";;;;;;;;;;;;;;;;0;1377;"No BJJ Classes"
"Bernales Institute of Martial Arts";"https://www.bernalesinstitute.com/";(801) 463-1727;"2257 S State St";"Salt Lake City";"UT";84115;"5/5 Stars";"United States";"The Bernales Institute of Martial Arts (BIMA) offers classes for kids and adults that provide practical self-defense skills within an energetic, fun, and supportive community atmosphere. The martial arts taught at BIMA provide a “seatbelt for life,” giving you or your child the knowledge and skills needed for effective self-protection and self-empowerment. We offer Brazilian Jiu-Jitsu, Muay Thai / Thai Boxing, Kali/Eskrima, Jeet Kune Do, Silat, Combat Submission Wrestling/Mixed Martial Arts, and Yoga classes. We strive to meet the needs of all students from inexperienced beginners to accomplished athletes.";"https://www.bernalesinstitute.com/images/banners/banner_1.png";"https://www.bernalesinstitute.com/programs/kids-classes.html";"The emphasis of our children’s program is establishing discipline and courtesy while teaching practical defense techniques. Training at the Bernales Institute builds confidence and character by teaching children self-control and the ability to stand up to negative peer pressure. The movements of the martial arts develop coordination and increase strength, flexibility, and balance.";"https://www.bernalesinstitute.com/programs/adult-classes/women-s-jiu-jitsu.html";"We offer a women-only Jiu-Jitsu class on Monday and Wednesday evenings.  Jiu-Jitsu is a grappling-based martial art that is useful for self-defense as well as for staying physically fit.  For women who wish to participate only with other women, this class offers a safe and comfortable community in which to develop your skills.";"Muay Thai / Thai Boxing, Total Defense, Jeet Kune Do, Kali/Eskrima, Silat, Combat Submission Wrestling, MMA";;"https://www.bernalesinstitute.com/schedule-printable.html";"Mon: 11:00am-1:00pm, 4:00pm-9:30pm; Tues: 6:30am-8:30am, 11:00am-12:00pm, 4:00pm-10:00pm; Wed: 11:00am-2:00pm (open mat 1:00pm-2:00pm), 4:00pm-9:30pm; Thursday: 6:30am-8:30am, 11:00am-12:00pm, 4:00pm-10:00pm; Fri: 5:30pm-8:30pm; Sat: 10:00am-2:30pm";"William Bernales";"FREE Private Orientation Class";"info@bernalesinstitute.com";"https://www.facebook.com/bernalesinstitute/";"https://www.youtube.com/user/bernalesinstitute";;;1;1370;
"Gracie Jiu-Jitsu Salt Lake City";"https://gjjut.com/";(801) 997-1455;"2120 S 700 E #B";"Salt Lake City";"UT";84106;"5/5 Stars";"United States";"At Gracie Jiu-Jitsu Salt Lake City, we offer specialized programs for the entire family: Gracie Bullyproof for kids (ages 5-12), Women Empowered for the ladies, Gracie Combatives for beginner adults, and the Master Cycle for advanced practitioners. For three generations, the Gracie family’s primary focus has been to teach jiu-jitsu in a way that is welcoming, safe, and easy for new students, especially those with no previous experience. Today, our proprietary programs, safety-first teaching style, and our beginner-friendly introductory classes, allow anyone to experience the magic of jiu-jitsu without feeling intimidated or overwhelmed.";"https://gjjut.com/wp-content/uploads/2019/09/Gracie-Jiu-Jitsu-Utah-logowhite.png";"https://gjjut.com/program/juniors-martial-arts/";"Learning Martial Arts Teaches Young Kids Life Skills While They Have Fun. Young children are curious and active - and they sometimes have difficulty learning to control their bodies and their behavior. They crave structure and thrive in an environment that’s supportive, educational, and fun.";"https://gjjut.com/program/brazilian-jiu-jitsu/";"Women Empowered is a martial art and fighting technique that is designed to help people of any size defend themselves. It’s also a terrific way to tone and firm your body and reap the health benefits of martial arts.";;;;"Mon-Thurs: 5:00pm-9:00pm, Fri: 12:00pm-2:00pm, Sat: 8:00am-12:00pm";;;"info@gjjut.com";"https://www.facebook.com/GracieJiuJitsuSaltLakeCity";;;;1;1374;
"Combat Arts Strength & Conditioning";"http://www.combatartssc.com/";(801) 428-7612;"370 S 300 E";"Salt Lake City";"UT";84111;;"United States";"John Mckean is CASC head instructor and owner. John is a 2nd degree Pedro Sauer Brazilian jiu-jitsu black belt with almost 20 years of training and competition history. Also, a former professional MMA fighter with 15 years of functional cross training for Combat Arts. John's passion for Jiu-Jitsu has taken him through out the world and the United States. In 2005 he moved to Brazil to train with one of the founding family's of Jiu-Jitsu, the Gracie family. Spending almost a year training with the family and learning the roots of Brazilian jiu-jitsu. In 2006 he moved across the country to Salt Lake City, Utah to train with the  legendary Pedro Sauer, A well know Brazilian Black belt that trained extensively with the Gracie family in Brazil. Combat Arts was founded in 2015 and has grown into an amazing community of people who are excited to learn Jiu-jitsu and change their lives.";"https://images.squarespace-cdn.com/content/v1/5514ebcbe4b09983625d1b81/1483330121731-F7E4GPHBLS0K4HBPDEJP/ke17ZwdGBToddI8pDm48kNCH0IFo-E28D0rm_d_wnF4UqsxRUqqbr1mOJYKfIPR7LoDQ9mXPOjoJoqy81S2I8N_N4V1vUb5AoIIIbLZhVYxCRW4BPu10St3TBAUQYVKczdH3qUBwO6oWXP_OkYMa5KbLFw5Om5Yp_Nt25Y6nc5ZZuUUY1FOqARMqv9i1pcqr/image-asset.jpeg?format=1000w";"http://www.combatartssc.com/classes-pricing";;;;;;"http://www.combatartssc.com/classes-pricing";;"John Mckean";;"john@combatartssc.com";"https://www.facebook.com/combatartssc/";;;;1;1588;
"Combat Arts Strength & Conditioning";"http://www.combatartssc.com/";(801) 428-7612;"370 S 300 E";"Salt Lake City";"UT";84111;;"United States";"John Mckean is CASC head instructor and owner. John is a 2nd degree Pedro Sauer Brazilian jiu-jitsu black belt with almost 20 years of training and competition history. Also, a former professional MMA fighter with 15 years of functional cross training for Combat Arts. John's passion for Jiu-Jitsu has taken him through out the world and the United States. In 2005 he moved to Brazil to train with one of the founding family's of Jiu-Jitsu, the Gracie family. Spending almost a year training with the family and learning the roots of Brazilian jiu-jitsu. In 2006 he moved across the country to Salt Lake City, Utah to train with the  legendary Pedro Sauer, A well know Brazilian Black belt that trained extensively with the Gracie family in Brazil. Combat Arts was founded in 2015 and has grown into an amazing community of people who are excited to learn Jiu-jitsu and change their lives.";"https://images.squarespace-cdn.com/content/v1/5514ebcbe4b09983625d1b81/1483330121731-F7E4GPHBLS0K4HBPDEJP/ke17ZwdGBToddI8pDm48kNCH0IFo-E28D0rm_d_wnF4UqsxRUqqbr1mOJYKfIPR7LoDQ9mXPOjoJoqy81S2I8N_N4V1vUb5AoIIIbLZhVYxCRW4BPu10St3TBAUQYVKczdH3qUBwO6oWXP_OkYMa5KbLFw5Om5Yp_Nt25Y6nc5ZZuUUY1FOqARMqv9i1pcqr/image-asset.jpeg?format=1000w";"http://www.combatartssc.com/classes-pricing";;;;;;"http://www.combatartssc.com/classes-pricing";;"John Mckean";;"john@combatartssc.com";"https://www.facebook.com/combatartssc/";;;;1;1371;"Duplicate with id # 1588"
"First BJJ Center";"http://firstbjj.com/";(801) 300-9132;"5508 Van Winkle Expy";"Salt Lake City";"UT";84117;"5/5 Stars";"United States";"Our mission at First BJJ is to equip our members young and old, male and female alike with the most effective self-defense/martial arts instruction in the world. We provide our students the necessary skills to defend themselves without punches or kicks in any real life confrontation. BJJ is a non-striking martial art. Our focus is to teach our students how to defend themselves by taking their opponents to the ground. By doing this, we become capable of defeating a much bigger and strong opponents through the use of leverage techniques that anyone, regardless of weight, strength or athletic ability, can learn. Another big difference between BJJ and other martial arts is how we practice fighting. Unlike other martial arts, with BJJ you have the opportunity to live spar every single class. The term we use for this is “rolling” and it a fun and safe way to try new techniques every day. If you are interested in trying Brazilian Jiu-Jitsu, why not just come and join for us a few days to try it out? Professors Suyan Queiroz and Carlos Santos as well as many members of our team are more than willing to guide you through your first days in a fun environment.";"http://firstbjj.com/wp-content/themes/basebuild/img/logo-new-feb2019.png";"http://firstbjj.com/kids-bjj/";"It can be tricky finding a sport or martial art that will not only be healthy and a solid form of self defense for your child while also fun at the same time. Unlike many other sports the sudden impact or fast running across a field or even hard tackling of some sports does not exist in Brazilian Jiu-Jitsu. The more controlled grappling environment of BJJ can potentially reduce the likelihood of sudden heavy impact brought on from two individuals striking one another.";"http://firstbjj.com/ladies-only-bjj/";"The ladies only BJJ classes are focused on providing a fun, safe environment for women looking to improve not only their Jiu-Jitsu but also their self defense. These classes are suitable for all levels, from ladies practicing BJJ for fun and a healthy lifestyle right up to those interested in competing. Please don’t hesitate to come and hangout with us to get a feel for our classes – you can even jump on the mat in your sweats to give it a go! ";;;"http://firstbjj.com/murray-schedule/";;"Suyan Queiroz, Carlos Santos";"2 free classes";"firstbjjteam@gmail.com";"https://www.facebook.com/1stbjj/";"https://www.youtube.com/channel/UChqgFzGpdw4cbJQ9eNoxCpw";"https://youtu.be/W2M-r0RUnvc";;0;1589;
"First BJJ Center";"http://firstbjj.com/";(801) 300-9132;"5508 Van Winkle Expy";"Salt Lake City";"UT";84117;"5/5 Stars";"United States";"Our mission at First BJJ is to equip our members young and old, male and female alike with the most effective self-defense/martial arts instruction in the world. We provide our students the necessary skills to defend themselves without punches or kicks in any real life confrontation. BJJ is a non-striking martial art. Our focus is to teach our students how to defend themselves by taking their opponents to the ground. By doing this, we become capable of defeating a much bigger and strong opponents through the use of leverage techniques that anyone, regardless of weight, strength or athletic ability, can learn. Another big difference between BJJ and other martial arts is how we practice fighting. Unlike other martial arts, with BJJ you have the opportunity to live spar every single class. The term we use for this is “rolling” and it a fun and safe way to try new techniques every day. If you are interested in trying Brazilian Jiu-Jitsu, why not just come and join for us a few days to try it out? Professors Suyan Queiroz and Carlos Santos as well as many members of our team are more than willing to guide you through your first days in a fun environment.";"http://firstbjj.com/wp-content/themes/basebuild/img/logo-new-feb2019.png";"http://firstbjj.com/kids-bjj/";"It can be tricky finding a sport or martial art that will not only be healthy and a solid form of self defense for your child while also fun at the same time. Unlike many other sports the sudden impact or fast running across a field or even hard tackling of some sports does not exist in Brazilian Jiu-Jitsu. The more controlled grappling environment of BJJ can potentially reduce the likelihood of sudden heavy impact brought on from two individuals striking one another.";"http://firstbjj.com/ladies-only-bjj/";"The ladies only BJJ classes are focused on providing a fun, safe environment for women looking to improve not only their Jiu-Jitsu but also their self defense. These classes are suitable for all levels, from ladies practicing BJJ for fun and a healthy lifestyle right up to those interested in competing. Please don’t hesitate to come and hangout with us to get a feel for our classes – you can even jump on the mat in your sweats to give it a go! ";;;"http://firstbjj.com/murray-schedule/";;"Suyan Queiroz, Carlos Santos";"2 free classes";"firstbjjteam@gmail.com";"https://www.facebook.com/1stbjj/";"https://www.youtube.com/channel/UChqgFzGpdw4cbJQ9eNoxCpw";"https://youtu.be/W2M-r0RUnvc";;0;1372;"Duplicate with id # 1589"
