"name";"website";"phone";"address";"city";"state";"zip";"stars";"country";"details";"logo_url";"kids_program_url";"kids_program_detail";"woman_only_program_url";"woman_only_program_detail";"other_programs";"pricing";"schedule_url";"business_hour";"head_professor";"special_offer";"email";"facebook_url";"youtube_channel";"video_url";"awards";"multiple_locations (0=Yes, 1=No)";"id";"NOTES"
"Synergy BJJ";"https://www.synergyfightteam.com/";(506) 259-0820;"559 Wilsey Road";"Fredericton";"NB";"E3B 7K1";;"Canada";"We are the oldest, and the leading, Brazilian Jiu-Jitsu Academy in New Brunswick's Capital Area. As an affiliate of BTT Canada under the world renowned Fabio Holanda, we offer the highest standard in Jiu-Jitsu training. Our team of instructors include three black belts, the most black belts at any BJJ club in New Brunswick. We offer classes for both beginner and advanced jiu-jitsu practitioners of all ages. No experience? No problem, we will help you get started in our beginner-friendly classes. Want to train for competition? We offer advanced classes for those who wish compete in sport BJJ or MMA, as well as for athletes who want to train hard and master the art of jiu-jitsu. Our kids program starts at ages 7 and up. These classes are designed to instil confidence in children. Teaching a combination of discipline, respect, and self-defence through core Brazilian Jiu-Jitsu techniques. At Synergy BJJ we believe that Brazilian Jiu-Jitsu can be a healthy and empowering element to anyone's life, regardless of age, size, or physical ability. Our focus is on providing you a safe and judgement free training environment where you can learn to master the art of BJJ.";"https://static.wixstatic.com/media/29a16b_ce332c11b4cf4931a5376248f981fa69~mv2.jpg/v1/fill/w_183,h_183,al_c,q_80,usm_0.66_1.00_0.01/29a16b_ce332c11b4cf4931a5376248f981fa69~mv2.webp";"https://www.synergyfightteam.com/kids-ages-7-12";"Our Mini Program promotes a healthy lifestyle in children through physical activity while building confidence with the empowerment of self-defence skills. The kids are taught fundamental and core techniques of Brazilian Jiu-Jitsu (BJJ) inside a safe and fun training environment. Instructors utilize games and practical learning techniques to engage this younger age group while teaching valuable skills. At Synergy BJJ we recognize that children learn in different ways and at different paces; we adapt our teaching to meet the needs of each student.";;;"Wrestling";"Adult Programs: Drop-in -> $15, Monthly Auto-Renew Unlimited Classes -> $95, Four Month Unlimited Classes Package -> $345, One Year Unlimited Classes Package -> $925, Beginner Package (two fundamentals classes per week) - $75/month, 10-Class Punch Card -> $125; Mini & Youth Programs: Youth Quick Start, includes 2 months + gi -> $185, Youth Monthly Auto-Renew -> $55, Youth Month-to-Month -> $60, Youth 4 Month Package -> $220; Family Packages - Parent & Youth Monthly -> $130, Parent & 2 Youth Monthly -> $160, 2 Youth Monthly -> $90.";"https://www.synergyfightteam.com/schedule";;"Andreas Lambropoulos";;"bjjfredericton@gmail.com";"https://www.facebook.com/Synergy-Brazilian-Jiu-Jitsu-157359694370978/";;;;1;;
"Ribeiro Jiu-Jitsu Vancouver";"https://www.rjjavancouver.com/";(604) 568-8850;"3570 E Hastings St";"Vancouver";"BC";"V5K 2A7";;"Canada";"We are Vancouver's representation for the Ribeiro Jiu-Jitsu Association, which is one of the worlds best and highly successful organizations led by the most decorated family in Brazilian Jiu-Jitsu to date, the World Champion legendary brothers, Saulo Ribeiro & Xande Ribeiro. We welcome Adults, Women, & Teens and Youth, and no experience is necessary to get started! We are not looking for the best or the most people, just the right. Honest, kind and hard working. At Ribeiro Jiu-Jitsu Vancouver you will learn the dynamic art and sport of Brazilian Jiu-Jitsu, achieve personal fitness and weigh-loss goals, and gain practical self-defense techniques in your journey of self-improvement! We pride ourselves on offering a safe, clean and enjoyable environment where all students can progress towards their goals at the rate that suits them. Join us today!";"https://www.rjjavancouver.com/uploads/8/1/8/6/81869396/published/rjj-shield_4.png?1559953592";"https://www.rjjavancouver.com/kids-jiujitsu.html";"Some of the most important life skills you child can obtain is Awareness, Good Attitude, and the confidence to solve problems. Its what our program is all about. Let us introduce and teach your child  to the super empowering  world of Self-Defence and JiuJitsu as we help you mold them into strong little people. Our program focuses on having fun while at the same time instilling the RJJA 6 Blades principles: Family, Respect, Honor, Loyalty, Attitude and Discipline. They will learn life skills and bully proof techniques while having a lot of fun! Our program is a special program that utilizes the stand up and etiquette from Japanese KoKoDo JuJutsu, Brazilian JiuJitsu fitness and ground skills as well as yoga. One of the first things parents notice with our program is the high teacher to student ratio. Our students feel supported all along the way. ";;;"KoKoDo JuJutsu , Sadohana Self Defence, Sadohana Yoga & Shiatsu Group or Therapy sessions";;"https://www.rjjavancouver.com/class-times.html";;"Michael Seamark";;"info@sadohana.com";;"https://www.youtube.com/user/Sadohana";"https://youtu.be/tEbsEhgrGj0";;1;;
"Ribeiro Jiu Jitsu Tecumseh";"https://www.tecumsehjiujitsu.com/";(519) 890-9243;"12365 Tecumseh Rd. East";"Tecumseh";"ON";"N8N 1M5";;"Canada";"Tecumseh Jiu Jitsu was founded by Miss Loree and Dean Hersche as Kingsville Martial Arts Academy. After years of successful operation in Kingsville, Dean and Miss Loree relocated to Tecumseh and rebranded the school as Tecumseh Martial Arts Academy. In continuing the proven legacy of the best Brazilian Jiu Jitsu instruction in the area, Eric Marentette and Miss Loree currently teach Brazilian Jiu-Jitsu to people of all ages. Tecumseh Jiu Jitsu maintains its strong ties to the Ribeiro Jiu-Jitsu Association (RJJA) and its teachings.";"https://www.tecumsehjiujitsu.com/sites/all/themes/tmaa/images/tjj_logo.png";"https://www.tecumsehjiujitsu.com/tiny-tigers";"Our Tiny Tiger program is specifically developed to teach preschoolers ages 4-6 years. Teaching important life skills in a fun, exciting, and positive manner. This program will improve your child's listening skills, focus, confidence, self control and so much more!";"https://www.tecumsehjiujitsu.com/women-only-jiu-jitsu";"All of the Women's Only Jiu Jitsu classes are guaranteed to be fun, safe, and beginner friendly. Whether your goal is to increase your fitness level, learn functional self-defence, relieve stress or just try something new, our program will help you succeed in achieving your goals.";"MMA, Kickboxing";;"https://www.tecumsehjiujitsu.com/class-schedule";;"Eric Marentette";;;"https://www.facebook.com/rjjtecumseh/";;;"Eric Marentette: 2008 - Michigan Jiu Jitsu Challenge - White Belt - Gold Medalist; 2009 - NAGA (Columbus , OH) - Blue Belt - Silver Medalist; 2009 - Toronto Jiu Jitsu Classic - Blue Belt - Bronze Medalist; 2009 - RJJA Annual Tournament - Blue Belt - Bronze Medalist; 2009 - Joslin’s Canadian Open - Blue Belt - Silver Medalist; 2011 - RJJA Midwest In-House (Detroit) - Purple Belt - Silver Medalist; 2012 - Toledo Open - Purple Belt - Bronze (weight) and Silver (open); 2012 - In-House RJJA (Toledo) - Purple Belt - Silver Medalist; 2012 - Grappler's Quest (Toronto) - Purple Belt - Gold Medalist; 2012 - Detroit Open - Purple Belt - Gold Medalist (weight and absolute); 2013 - In-House RJJA (Toledo) - Brown Belt - Silver Medalist; 2014 - IBJJF Pan Championship - Brown Belt Master's - Bronze Medalist; 2014 - IBJJF Master's World Championship - Brown Belt Master's - Bronze Medalist";1;;
"True North Jiu Jitsu";"https://www.truenorthbjjacademy.com/";(604) 777-0396;"931 Brunette Ave., Unit B";"Coquitlam";"BC";"V3K 6T5";;"Canada";"Our BJJ Gi and No-Gi programs have been designed by Professor Giacomo Zanini - a world-class Black Belt Jiu Jitsu instructor and competitor. Giacomo’s 16+ years of martial arts experience have allowed him to craft a world-class BJJ curriculum for students of all ages (kids, teens, adults) and all experience levels. Most importantly, he’s created a clean family-friendly environment that encourages teamwork, friendship, and fun. ";"https://pmcontent.blob.core.windows.net/7047a7e5568b4c55b70be77b8aef2d47/publicImages/true-north-logo-white.png?161123064156";"https://truenorthbjjacademy.com/Programs/kids-bjj-coquitlam";"True North Jiu Jitsu offers children’s classes for kids and teens ages 6-15 years old. Our kids' & teens' classes are split into two separate level groups: beginners and advanced. Our Brazilian Jiu Jitsu programs are developed to teach kids' & teens' basic self-defense, basic rules of Jiu Jitsu and to increase their body awareness in a challenging yet fun martial arts environment. Kids & teens from different backgrounds will benefit from the physical and mental development through learning and practicing the pillars of martial arts like respect and discipline. ";"https://truenorthbjjacademy.com/Programs/women-bjj";"Are you interested in learning Brazilian Jiu Jitsu but are looking for a Female-only BJJ program? True North BJJ has got you covered. Learn real life self-defence techniques designed to protect women in dangerous scenarios against attackers of all strengths and sizes. Our women’s only program will give you the tools you need to protect yourself, while enhancing your fitness and confidence. Most importantly, we make sure to provide a clean, safe, and comfortable environment for all our students. ";;;"https://truenorthbjjacademy.com/Programs/schedule";;"Giacomo Zanini";;"info@truenorthbjjacademy.com";"https://www.facebook.com/alliancecoquitlam/";;;;1;;
"BJJ Ontario";"http://bjjontario.ca/";(905) 218-3536;"2500 Meadowpine Blvd, Unit 4";"Mississauga";"ON";"L5N 6C4";;"Canada";"We are dedicated to pass on our knowledge and passion.";"https://i1.wp.com/bjjontario.ca/wp-content/uploads/2017/08/frtlogo.jpg?fit=119%2C55";"http://bjjontario.ca/mississauga-kids-martial-arts-program/";"There is no need for statistics to tell us about bullying as we all have been victim in some shape or form as children in primary school. As you can see here, The bully has a striking martial art background which seems to be karate in this case, the victim defended himself by simply closing the gap on his aggressor,got a hold of him and slammed him to the ground using a basic wrestling technique. Striking does not diffuse a hostile situation but escalates it quite quickly, if you are not able to put away your opponent with the first few strikes there is a high chance that the assailant will get angry and more aggressive.";;;;;"http://bjjontario.ca/#schedule";;"Lotfi Abdelli";;;"https://www.facebook.com/bjj.ontario/";"https://www.youtube.com/channel/UCoj5B2fhrnpSFqbBJdjlcDg";"https://youtu.be/N0bV1JjXhfg";;1;;
"Dragan Alliance Brazilian Jiu-Jitsu";"http://www.alliancebjj.ca/";(226) 989-3140;"420 Weber St. North #F1";"Waterloo";"ON";"N2J 2Z3";;"Canada";"In Kitchener / Waterloo Alliance is represented by Dragan Brazilian Jiu-jitsu with the “Mad Scientist” of grappling, head instructor, Dragan Konjevic, and assistant instructor, Eric Yu. Our headquarters is in Waterloo and is a great environment in which to learn and have fun – from the beginner to the advanced grappler. Dragan himself is one of the most selfless and dedicated coaches you could possibly find. For the beginner: join in for your first free trial class, and then you will become addicted afterwards. We train in the gi, or “kimono”, which is the traditional uniform very similar to a judogi, and we also train no-gi, wearing shorts, t-shirts, or rash guards. There are varying levels of Brazilian Jiu-Jitsu gis. A cheaper gi is fine, but the rigors of day to day grappling can wear out or even rip the thinner variety. Ask and we can find a gi that’s perfect for you. Shower facilities are available. Ensure your finger and toenails are trimmed. Every class is tailor made for any experience level, or fitness level, separated into groups.";"http://www.alliancebjj.ca/wp-content/uploads/2012/06/cover.png";;;;;;"A sign-up for a 3- or 6-month membership afterwards is required. 3 Months Unlimited = $270, 6 Months Unlimited = $480, 1 Class Drop-in - $20, Young Grapplers = $75/Month, $210/3 Months. Students’ and Law Enforcement discounts available. Private lessons for Alliance members are $60/hour. Non-Alliance members pay $85/hour for private lessons.";"http://www.alliancebjj.ca/frontpage-sidebar/";;"Dragan Konjevic";"Free trial class";"AllianceFitness@hotmail.com";"https://www.facebook.com/groups/2365746683/";;;;1;;
"MNUNES BJJ Burlington";"https://mnunesbjj.com/";(905) 333-5487;"1151 Heritage Rd.";"Burlington";"ON";"L7L 4Y1";;"Canada";"Respect. Hard Work. Family. If you are looking for a BJJ gym where egos are checked at the door and you are made to feel part of a family, then you have found the right martial arts gym. At MNunes BJJ we take pride in creating a safe and challenging teaching environment for ALL levels of students and age groups. Not only will MNunes BJJ challenge you physically, it will challenge you mentally and spiritually. BJJ is unlike any other sport, many practitioners consider it a lifestyle and that is what we try to foster at MNunes BJJ. Our students are our family and we help each other out both on the mats and off the mats. Come and experience the passion and excitement that is MNunes BJJ.";"https://mnunesbjj.com/wp-content/uploads/2017/07/cropped-mnunesbjj.png";"https://mnunesbjj.com/kids-youth-program/";"1. Safety Is #1 - The most important thing to us is the safety of your child. Professor Marcio introduces techniques and submissions based on the skill and maturity level of the children. He ensures that techniques are performed properly and the children are always observed and helped by an instructor. 2. Halton’s Only 3rd Degree Black Belt - Professor Marcio Nunes has practiced Brazilian Jiu-jitsu for over 25 years and earned his Black Belt in Rio De Janeiro, Brazil, which is the birthplace of Brazilian Jiu-Jitsu. He practices a pure and original style of BJJ, which you will not find at any other gym in the area. Professor Marcio also teaches the Kids and Youth classes, so you can rest assured that your child will receive the highest quality instruction every time. 3. Small Class Sizes - Unlike karate and taekwondo classes that can have up to 100 kids per class. Our Kids and Youth BJJ classes are small (20-25 students) and personal. Your child will benefit from 1-on-1 instruction and personal attention. At MNunes BJJ Burlington we always ensure a small student to teacher ratio, providing a safe and quality training environment. 3. Tried and Tested Programming - Professor Marcio Nunes has spent years developing his Kids and Youth Programs and is constantly improving and evolving them to meet new and unforeseen challenges our kids might face. Your child will benefit from years of experience and experimentation. You will not find a better martial arts program. 4. Family Friendly Environment - From the first moment your child steps on the mat, they will feel welcome!! At MNunes BJJ Burlington everyone leaves their egos at the door and we enjoy healthy and friendly competition. Our kids encourage and support each other in victory and defeat. Your child will make friendships which will last a lifetime. Marcio Nunes Brazilian Jiu-jitsu Academy has one of the most comprehensive and safe martial arts programs in Ontario. Third Degree Black Belt Marcio Nunes has spent years developing his kids and youth BJJ programs and is constantly improving and evolving it to meet any new and unforeseen challenges our kids might face. ";;;"Fitness Program";;"https://mnunesbjj.com/schedule/bjj-schedule/";;"Marcio Nunes";"Free one week trial";"contact@mnunesbjj.com";"https://www.facebook.com/tribobjj/";"https://www.youtube.com/channel/UClrqN7_b4e0Gb4UwhAMrixw";"https://youtu.be/9HHrYVyVYLc";;1;;
"MNUNES BJJ Milton";"https://mnunesbjjmilton.com/";(905) 331-2954;"6901 Derry Rd";"Milton";"ON";"L9T 7H5";;"Canada";"We are a Brazilian Jiu-Jitsu school located in Milton, Ontario. We are affiliated with the Marcio Nunes Brazilian Jiu-Jitsu schools located in Burlington and Oakville. We take pride in teaching our students the art of Brazilian Jiu-Jitsu. We want to help our students gain confidence, have fun, and get in shape while doing so. ";;;;;;;;"https://mnunesbjjmilton.com/class-schedule/";;"Mitchell Skovmose";;"bjjkrav@gmail.com";"https://www.facebook.com/MNunes-BJJ-Milton-174208159812702/";;;;1;;
"Gracie Barra West Downtown Toronto";"http://www.gbwestdowntowntoronto.com/";(647) 748-1774;"521 Adelaide Street West";"Toronto";"ON";"M5V 0N8";;"Canada";"Gracie Barra is one of the most trusted names in martial arts today. Our values, commitment to excellence and dedication to Jiu-Jitsu have set us apart as a leader in the Toronto martial arts community. Gracie Barra is no ordinary martial arts organization. Students enjoy access to over 700 Gracie Barra Schools worldwide, professional-quality Jiu-Jitsu gear and online resources to further their training. We promote a holistic perspective to Jiu-Jitsu, including physical and mental wellness. All GB Schools are supervised by a Gracie Barra certified instructor, who supports students and helps each one achieve their potential through challenging training programs. Each class at Gracie Barra West Downtown Toronto is customized to offer maximum benefit for the students in attendance.";"https://graciebarra.com/toronto-canada/wp-content/uploads/sites/54/2018/01/GracieBarraWestDowntownTorontoCanada-Logo.png";"https://graciebarra.com/toronto-canada/kids-teens-programs/";"Children and teens of all skill levels and abilities will benefit from Jiu-Jitsu classes at Gracie Barra in Toronto, Ontario. Our Gracie Barra Kids Program is designed to teach children self-discipline as well as providing a unique way to express themselves. Our instructors are trained to interact and offer gentle correction for children and teens who practice the art of Jiu-Jitsu. Children over the age of three can begin their training at any of our 700 Gracie Barra Schools, experiencing the true power of brotherhood and integrity. Our GBK program is structured similarly to adult courses, with adaptations and modifications made to reach the different age ranges in the class. Jiu-Jitsu classes for children begin with the building blocks that are needed to teach the fundamentals of Jiu-Jitsu. We have developed a curriculum that is structured in a way that shows children and teens the value of routine, cooperation and self-awareness.";;;;;"https://graciebarra.com/toronto-canada/our-school/#schedule";"Mon-Fri: 7:00am-8:00pm, Sat: 10:00am-12:00pm";"Alexandre Ramos Santos “Carioca”";;;"https://www.facebook.com/gbwestdowntowntoronto/";;;;1;;
"Toronto BJJ";"http://www.torontobjj.com/";(416) 744-6868;"813 Bloor Street West";"Toronto";"ON";"M6G 1L8";;"Canada";"Toronto BJJ is Toronto’s most highly accredited Brazilian Jiu-Jitsu academy. We have been home to several World, Brazilian, and Canadian national champions in Brazilian Jiu-Jitsu. Toronto BJJ runs world class programs for adults, teens, and kids. Our instructor lineage comes directly from the late Grand Master Helio Gracie’s line. We have helped train world class kickboxers, multiple MMA champions, multiple BJJ world Champions, and even a UFC champion. Our 10,000 square FT + facility features: 2 training areas, change rooms, lockers, showers, AC, pro shop,  3/8 Octagonal Cage, and over 4000 square ft of mats. Due to our unique location and commitment to excellence we draw many students from throughout Toronto and the GTA. We are located on Bloor Street West, one-minute walk west on Bloor from the Christie Subway Station. Proudly located in downtown Toronto, Ontario, Canada.";"http://torontobjj.com/wp-content/uploads/2016/08/logo_blue_circle.png";"http://www.torontobjj.com/kids/";"At Toronto BJJ we offer amazing classes for your children ages 3 to 12 years old.  The benefits of children training martial arts includes the obvious increased: self-confidence, discipline, and co-ordination.  In addition to fun and exercise, other benefits of note include increased executive functioning skills and socialization. The impact on improving executive functioning skills (which are more closely correlated to success academically, professionally, and socially than IQ), can not be stated enough. Martial arts training is one of six recommended interventions shown to aid executive function in children 4 to 12 years old (Science, August 19, 2011). In short there are two activities parents should make sure their children take part in, the first is swimming, and the second is martial arts.  ";"http://www.torontobjj.com/womens-only/";;;;"http://www.torontobjj.com/schedule/";;"Jorge Britto";;"info@torontobjj.com";"https://www.facebook.com/BJJ.Toronto/";"https://www.youtube.com/user/TorontoBJJOfficial";"https://youtu.be/VKZceHIunKk";;1;;
