"name";"website";"phone";"address";"city";"state";"zip";"stars";"country";"details";"logo_url";"kids_program_url";"kids_program_detail";"woman_only_program_url";"woman_only_program_detail";"other_programs";"pricing";"schedule_url";"business_hour";"head_professor";"special_offer";"email";"facebook_url";"youtube_channel";"video_url";"awards";"multiple_locations (0=Yes, 1=No)";"id";"NOTES"
"Pacific Wave Jiu-jitsu";"http://pacificwavejiujitsu.com/";"(604) 724-5278";"140-12811 Clarke Place";"Richmond";"BC";"V6V 2H9";;"Canada";"Are you looking for practical martial arts training for self-defense in a friendly atmosphere? Or maybe you just want a fun way to keep fit, learning useful skills for you or your kids? Well, that's what our Jiu-jitsu/self-defense programs in Vancouver/Richmond, BC are all about. At our dojo, a 2014 'Best of Richmond' pick in the Richmond Review, we teach Can-Ryu Jiu-jitsu concepts that work around differences in size & strength to defend against strikes, body grabs, ground attacks & weapons, using a combination of strikes, kicks & blocks in our Women's Self-Defense classes, with the addition of throws/takedowns, improvised weapons, joint locks (adults only), etc, in our Jiu-jitsu classes. Can-ryu is a modern Canadian adaption of Japanese Jiu-jitsu that works for people of all sizes & abilities. We emphasize applying self-defense skills in accordance with Canadian laws.";"http://pacificwavejiujitsu.com/our-logo_files/stacks-image-803c47b-617.jpg";"http://pacificwavejiujitsu.com/kids-martial-arts.html";"At PWJJ, we provide age-specific martial arts programs designed to teach with each age range’s developmental needs in mind. The 3-4 year-old class teaches basic foundational movement skills through martial arts exercises while learning to engage in a class environment. The 5-7 year-old class uses more advanced martial arts skills and exercises as a platform for developing physical, intellectual, social and emotional skills for their age range. The Junior Jiu-jitsu class for 8-10 year olds introduces the Can-ryu Jiu-jitsu curriculum emphasizing self-defense applications with some modifications keeping their children's mental and physical developmental stage in mind. For all our kids martial arts programs, we provide a fun, safe & positive learning environment in which your child develops confidence, focus and self-esteem. Give your child a head start in life with a base of skills that will help them excel in martial arts, sports and life! ";"http://pacificwavejiujitsu.com/self-defense-women.html";"Not all women have the time to take up a martial art to learn self-defense (though many women keep telling themselves that they really should!). So we've put together this 3-hour 'Self-Defense for Busy Women' course held in Richmond BC in the Vancouver area to give you personal safety and awareness skills, as well as basic self-defense tools and concepts that you can learn and master quickly (and may even save your life!). Not all courses teach the most important aspects of women's self-defense. Read 4 Common Problems with Women's Self-Defense Classes for more info. We teach using awareness & intuition, predator identification, and verbal strategies as being the first line of defense, while also teaching practical physical women's self-defense moves that use gross motor skills, making them easy to learn and use while under the adrenaline-filled, high stress context of an attack. Self-Defense for Busy Women will teach you: To use awareness, listen to your intuition and identify predatory behaviour; How to perform verbal de-escalation; 6 practical strikes for self-defense, each of which can be learned in under 3 minutes; Fundamentals of the ""Simple Hold Escape System""; Self-defense from the ground; How to react to an attack; How items in your personal surroundings can be used as ""weapons of opportunity"" We offer our women's self-defense classes around once every 1-2 months, but may offer additional classes if there is enough demand. If our schedule doesn't work for you, you can also request to have this class run for a private group (minimum 5 students). This class is led by Lori O'Connell Sensei (5th degree black belt in Can-Ryu Jiu-Jitsu) with Chris Olson Sensei (2nd degree black belt in Can-ryu Jiu-jitsu, 1st degree in Shorinj Kan Jiu-jitsu.), assisting in the instruction. Women's self-defense students should wear clothes they feel comfortable moving in. Please arrive 10 minutes early to fill out a liability waiver. Participation is limited to 16 women, ages 13 and up. Pre-registration for our women's self-defense class is required. Please note that girls under 19 will need to have a parent or guardian come in to sign a waiver.  If you wish to pay in person, contact us to arrange drop-off of your cash or cheque payment. If you're looking for ongoing development in self-defense and fitness, check out our Adult Jiu-jitsu classes, which build on the practical physical skills taught in this class. Self-Defense for Busy Women participants have the new student admin fee waived (Value: $40) if they sign up for any ongoing training program offered at our dojo within 1 month.";"Adult Jiu-jitsu Classes; Corporate Training; Seminars";"Ready-Set-Kiai Class: This martial arts & foundational movement class for 3-4 year old kids is taught in a 10-week semester system rather than a monthly payment system. The pricing is as follows: $135* per 10-week semester; Jiu-jitsu Tykes - This martial arts class for 5-7 year olds is taught in a 10-week semester system rather than a monthly payment system. The pricing is as follows: $170* per 10-week semester; Junior Jiu-jitsu - This martial arts class for 8-10 year olds is taught in a 10-week semester system rather than a monthly payment system. The pricing is as follows: $170* per 10-week semester. In addition, each new student is also required to pay a one-time $40 administrative fee. Adult Training Fees: Adult classes run on a punch card system where you purchase a package of classes that are good for up to 4 months. There are two options: 12-Class Punch Card - $310; 24-Class Punch Card - $420. Family Household & Student Discounts: If you and another member of your family household train at our dojo, the second person gets a 15% on their semester (kids programs) or punch card (adult programs). Note: The lower priced option receives the discount. Students attending the adult classes receive a 10% discount on the 24-class punch card. Student discounts only apply for full-time students. Offers & discounts cannot be combined. Drop-in / Private Training Fees: Drop-ins are $30 per class. Drop-ins are for guest students only, and are not intended for regular attendance. Private lessons are $90 for non-members and $55 for members per 1-hour lesson. Self-Defense for Busy Women Fees: Our women's self-defense class costs $50 (taxes included) per person to participate. These classes are held every 1-2 months. Self-Defense for Busy Women participants also have the new student admin fee waived (Value: $40) if they sign up for any ongoing training program offered at our dojo within 1 month.";"http://pacificwavejiujitsu.com/schedule.php";;"Lori O'Connell Sensei";"All new adult students are entitled to 2 free trial classes to see what it's like.";"info@pacificwavejiujitsu.com";"https://www.facebook.com/PacificWaveJJ";"https://www.youtube.com/user/lorioco";"https://www.youtube.com/watch?v=Shx2cQHUMCw";;1;281;
"Checkmat Vancouver";"http://www.checkmatvancouver.com/";"(604) 370-3931";"2611 Viscount Way";"Richmond";"BC";"V6V 2G8";"5/5 Stars";"Canada";"We are by far the biggest and best MMA training facility in British Columbia. We encompass 45,000 square feet. Our gym includes mat space, a cage, heavybags, a strength and conditioning area, an olympic lifting area, a cardio section, 6 squash courts, an indoor turf field, batting cages, a restaurant and pub, showers, steam rooms and more. The space is endless.";"http://www.checkmatvancouver.com/wp-content/themes/ewa/images/logo.png";"http://www.checkmatvancouver.com/kids-jiu-jitsu/";"Our Kid’s MMA Program is for children aged 5-12. We offer structured classes that focus on the fundamentals of Jiu Jitsu, Kickboxing, Wrestling and Judo. Kids gain confidence, communication skills, leadership skills, and physical strength. We compete in Brazilian Jiu Jitsu Tournaments as a school. We support and encourage their growth in the program. Our Instructors become mentors, and role models for life-skills development. We care about how children are performing outside of our program, and encourage parents to communicate any behavioral issues they may need some support addressing. We try to involve children in outside activities, demonstrations and even Birthday Parties!";;;"Kickboxing, MMA, Boxing, Wrestling";"Kids $80/month; Memberships (Adults 16+): $149/month 1 year contract, $169/month 6 month contract, $199 month to month, $550 for 3 months (breaks down to $183/month); $25 drop in; Private lessons (Kickboxing, Wrestling, Brazilian Jiu-Jitsu, MMA): $60/45 min lesson, $100/90 min lesson. Note: Prices do not include tax";"http://www.checkmatvancouver.com/schedule/";;"Tristan Connelly";;"info@checkmatvancouver.com";"https://www.facebook.com/checkmatvancouver/";;"https://youtu.be/vZ0qfPf5YTg";;1;280;
"UFK Martial Arts - Richmond";"https://www.ufkmartialarts.com/";"(604) 500-1025";"12851 N0. 5 Road";"Richmond";"BC";"V7A 4E9";"5/5 Stars";"Canada";"At UFK Kickboxing, we always encourage respect to one another, to form a friendly martial arts gym environment. We are dedicated to help individuals and families unlock the potential of both body and mind through our passion, martial arts in all levels, whether you are a beginner, intermediate or in your advance stage. Our instructors will hone and improve your fighting and self defence skills.";"https://www.ufkmartialarts.com/wp-content/uploads/2018/04/ufk_logo-3.png";;;"https://www.ufkmartialarts.com/adult-programs/";;"Kickboxing, Muay Thai";;"https://www.ufkmartialarts.com/richmond-schedule/#not-set:all";;"Sensei Joe";;"UFKMartialArts@Gmail.com";"https://www.facebook.com/ufkmartialartsofficial/";"https://www.youtube.com/channel/UCg3GO3gFBOvPZBP3-1HyVbg";"https://www.youtube.com/watch?v=rx5KBwffJbk";;0;282;
"Niagara BJJ";"http://niagarafallsmma.com/";"(905) 401-2063";"5547 Portage Rd";"Niagara Falls";"ON";"L2G 5Y2";;"Canada";"What we offer: 2500 square feet of space; Free weights; Assault Air Bike; Thai Heavy Bags; Physio Therapy On Site; Fitness Bootcamp on Saturdays; Kids Programs Ages 5 and up; Adult Programs";"http://niagarafallsmma.com/logo.jpg";"http://niagarafallsmma.com/programs.html";"Kids BJJ  (Ages 6-14) - In the kids Brazilian Jiu Jitsu program we focus much more on developing the skills and techniques of BJJ. There is a discipline component and we encourage the older students to take a leadership role in the class. The kids program is 4 times a week for 1 hour each, the competition class runs 1.5 hours. The class consists of a 10 min warm up followed by a 15 min of takedowns or drilling .The remainder of the class is learning new techniques and confirmation of the technique .";;;"Fitness Bootcamp on Saturdays";;"http://niagarafallsmma.com/schedule.html";;"Kevin Mans";;"niagarafallsmma@gmail.com";"https://www.facebook.com/niagarabjj/";"https://www.youtube.com/c/Niagarafallsmma";;;1;1049;
"Brasa Niagara Brazilian Jiu Jitsu";"http://www.brasaniagarabjj.com/";"(289) 407-6275";"7637 Lundy's Lane";"Niagara Falls";"ON";"L2H 1H2";"5/5 Stars";"Canada";"Our philosophy is to always keep sight of the fact that Brazilian Jiu Jitsu is a self defense art.  We strive to preserve traditional principles and techniques, while embracing new concepts and ideas.  Our program is open to all people.  Since we emphasize proper technical execution, understanding leverage and timing means that participants do not have to be strong or fast or athletic to learn jiu jitsu.  Our atmosphere here is laid back and welcoming and we pride ourselves on helping new students and making everyone comfortable in an environment that fosters learning.";"http://brasaniagarabjj.com/wp-content/uploads/2014/10/Brasa-Niagra-Logo.png";"http://brasaniagarabjj.com/?page_id=252";"Brasa Niagara’s kids program offers a full BJJ, as well as “Bully Busters” curriculum.  Students will learn BJJ movements and strategies as well as approaches to dealing with bullying. Class times are Mon 5pm-6pm and Sat 10am-11am and are lead by Niagara Falls’ only BJJ Black Belt. Benefits of exposing kids to a BJJ program: Learn the tools to deal with bullying in both a verbal and non verbal manner; Conflict avoidance is stressed as message; Physical Fitness; Discipline; Structure; Cerebral development/Problem solving skills; Character development - Students cannot advance in rank unless they submit a letter from their teacher and parents stating that the child is showing exemplary morals and conduct outside the dojo as well as inside.";;;;;"http://brasaniagarabjj.com/?page_id=12";;"Frank Ungaro";;"fungaro41@gmail.com";"https://www.facebook.com/Brasaniagarabjj/";;"https://youtu.be/Bd72BxiCuqI";;1;1047;
"Anchorage Brazilian Jiu-Jitsu";"http://anchoragebjj.com/";"(907) 748-9080";"113 W Northern Lights Blvd";"Anchorage";"AK";99503;;"United States";"#1 ranked BJJ team in Alaska.  Located in Anchorage Alaska, Anchorage Brazilian Jiu-Jitsu offers top quality training and fitness services for the BJJ and MMA enthusiasts. We consist of a highly skilled team of Brazilian Jiu-Jitsu and Mixed Martial Arts instructors who work closely with you to make sure you reach your peak level of skill, mental toughness as well as conditioning and training. Mixed martial arts is quickly becoming one of the most popular sports in the world, and Anchorage BJJ is on the forefront of that motivation. Whether you’re looking to sharpen your Brazilian Jiu-Jitsu skills, maintain your fitness level or gain the advantages of both by training MMA, Anchorage Brazilian Jiu-Jitsu can offer the best of all worlds. Although BJJ (Brazilian Jiu-Jitsu) may be the most popular method of combat currently, Anchorage Brazilian Jiu-Jitsu knows the world of mixed martial arts and mixed martial arts competition are no longer one dimensional; that’s why we will help you integrate all the skills needed, so you can focus not only on what you’re good at, BJJ for example, but also help you improve and gain confidence in areas you may need work in. Anchorage Brazilian-Jitsu listens to its students and helps build on that relationship of communication and trust. You can choose any number of MMA, BJJ or grappling schools, but Anchorage BJJ keeps with tradition as well as modern styles to help you go past what you ever thought you could. Whether you come to Anchorage BJJ as a new student looking to see what all the talk about this thing called MMA is or are looking to compete professionally, Anchorage Brazilian Jiu-Jitsu will help you reach your goal while maintaining a close relationship with you as well as our current MMA, BJJ or grappling students.";"http://anchoragebjj.com/wp-content/uploads/2016/05/newlogo.png";"http://anchoragebjj.com/programs/kids";"A complete self-defense system that will give children a high degree of self confidence. Our children’s classes cover many aspects of training applicable to youth. We concentrate primarily on having fun and informative classes where children from 5- to 14-years-old learn balance, coordination, and proper time and place for martial arts training. The kids program integrates sport and self-defense techniques with conditioning and skill-oriented games aimed at improving your child’s motor skills, agility and flexibility. Our class meets five times a week but your child only needs to attend two or three times a week to make progress.";;;"Mixed Martial Arts, Boxing, Kickboxing";"Regular - 1 week - $50; Kids Boxing 1 month - $50; 1 month (no billing contract) - $135; 3 months pre pay - $370; 6 months minimum billing contract - $105; 12 months minimum billing contract - $95. Active Duty and First Responder - 1 week - $50; Kids Boxing 1 month - $50; 1 month (no billing contract) - $135; 3 months pre pay - $370; 6 months minimum billing contract - $95; 12 months minimum billing contract - $85";"http://anchoragebjj.com/locations/schedule";;"Ryder Spadafore";"Family Discount: $10 per month per person from the monthly price";"management@anchoragebjj.com";"https://www.facebook.com/anchoragebjj/";;;;1;9;
"Legacy Jiu Jitsu - East";"https://legacyjiujitsu.wordpress.com/";"(907) 231-1215";"360 Boniface Pkwy";"Anchorage";"AK";99504;"5/5 Stars";"United States";"Our mission is to strengthen our community by promoting a lifestyle of self mastery through the Martial Arts. We are a Brazilian Jiu Jitsu and Mixed Martial Arts Academy that prides ourselves in providing our students with the highest quality technical training in an environment where team mates are like family. For those new to Brazilian Jiu Jitsu, it is well established as the most effective Martial Art available and is a grappling art utilizing joint locks and choke holds strategically in order to facilitate a smaller person the ability to control and subdue a much larger attacker. More than just a Martial Art, Brazilian Jiu Jitsu is your opportunity at a new life. New students are quickly transformed with new found self-confidence, physical fitness, health, and a great group of friends to help you along your journey.";"https://legacyjiujitsu.files.wordpress.com/2017/07/cropped-cropped-10568956_1522480031387220_5777664485489748105_n-1.jpg";;;;;"Wrestling, MMA, Judo, Muay Thai";"Day Pass $15; One Week $50; 10 Class Punch Card $100; Month To Month (No Contract) $110; 3 Month Commitment $105; 6 Month Commitment $100. Pricing includes access to all classes. Military, Law Enforcement and Family discounts available";"https://legacyjiujitsu.wordpress.com/schedule/";;"Jordan Kontra";;"legacyjiujitsuak@gmail.com";"https://www.facebook.com/legacyjiujitsu";;;;0;11;
"Gracie Barra Alaska";"http://www.graciebarraalaska.com/";"(907) 562-0902";"401 W. International Airport Rd, Suite #1";"Anchorage";"AK";99503;;"United States";"Gracie Barra is Alaska's premier Jiu Jitsu and mixed martial arts academy. We are part of the Gracie Jiu Jitsu family, the pioneers in developing modern Brazilian Jiu Jitsu into the martial art it is today. Gracie Barra is led by Carlos Gracie, Jr., son of the legendary Carlos Gracie and nephew of the esteemed Helio Gracie. Gracie Barra takes pride in offering a safe, friendly, family oriented atmosphere in which to learn and train Jiu Jitsu, Muay Thai, Judo and MMA. Our academy is focused on all levels of competency, with special attention offered to the beginner. It is our goal to provide the beginning student with the solid foundation. Whether you're a first time visitor or a returning friend, we welcome you and we invite you to join us as we travel the path of the Jiu Jitsu life.";"https://graciebarra.com/assets/images/gb-logo.png";"http://www.graciebarraalaska.com/classes.html";"To excel in any endeavor, individuals need to have a strong set of values and a solid character that gives them perseverance to achieve his or her goals. The Gracie Barra Future Champions Program was created to provide children ages 3-15 with an environment that allows them to experience and understand core values like focus, discipline, persistence, cooperation and respect. As a contact sport, Gracie Barra Brazilian Jiu-Jitsu provides a very challenging yet safe and caring environment for a child to mature towards a real life champion. The outcome of continued childhood practice of GB BJJ goes far beyond the accomplishments on the mats. The discipline and excellence demanded by our instructors often carries over to the child’s behavior at home and at school. Our Future Champions Program is divided in to two groups to accommodate students of different ages and skill levels: Little Champions (5-9years old), Juniors Champs (10-14 years old).";"http://www.graciebarraalaska.com/classes.html";"Aside from all classes offered in the Adults Gracie Barra Program Structure, our school offers a set of classes designed to introduce women to the art of Brazilian Jiu-Jitsu. As a martial art designed to allow the weaker to defeat the stronger, BJJ is a perfect fit for women who are interested in learning how to protect themselves - and who wouldn’t be, right? The Gracie Barra Women’s Program combines a comprehensive self-defense curriculum with emphasis on drills that simulate realistic attack and escape situations. The techniques are complemented by a strong fitness component that is second to none compared to classes offered in regular gyms. Classes specially designed for women like Rape Prevention, BJJ Conditioning and social “get togethers” are added benefits to the ordinary GB activities and create a strong bond between the members of the “Gracie Barra Pink Team.”";"Muay Thai, Judo, MMA";;"http://www.graciebarraalaska.com/schedule.html";"Mon, Wed: 10:00am-7:30pm, Tues, Thurs: 6:00am-7:30pm, Fri, Sat: 10:00am-12:00pm";"Jarvis Edwards";;;;;;;1;10;
"Samuel Puccio BJJ";"http://www.samuelpucciobjj.com/";"(205) 602-2608";"2501 7th Ave S";"Birmingham";"AL";35233;;"United States";"Samuel Puccio is a Black Belt in Brazilian Jiu-Jitsu: Rodrigo Medeiros, BJJ Revolution Team/Carlson Gracie Team. Samuel started training Brazilian Jiu Jitsu in 1997 in Sao Paulo. In 1999 he moved to Los Angeles and trained BJJ and boxing for 1 year with UFC Champion Vitor Belfort and Al Stanke. Samuel trained extensive no - gi freestyle and vale tudo in 2000 and trained with many professional fighters in the Carlson Gracie team as well as instructing at Left Cross Training Center. In 2001 Samuel began training with Rodrigo Medeiros Competition Team. Samuel continues to train with his instructor and close friend Rodrigo Medeiros. In 2002 Samuel moved to Birmingham Alabama with the hopes of bringing Brazilian Jiu Jitsu to the south east. Today, we have 3 locations and 50 students. The competition team is the best in the area.";"http://samuelpucciobjj.com/images/SPBJJlogo.png";"http://samuelpucciobjj.com/training/training-children";"At Samuel Puccio BJJ, our children’s programs are second to none. We teach our students (ages 7 and up) using a basic philosophy of positive reinforcement to build Self Esteem, Confidence, Discipline, Positive Attitude, and Values. We realize that although the ability to defend oneself is important, there are many additional benefits to be gained from involving your child in our program. Our unique method of training is fun and designed to: Instill A Positive Attitude; Build Confidence & Self Esteem; Teach the importance of Strong Values & Good Character; Promote the desire to Learn; Improve Effort & Motivation; Improve Concentration; Teach Self Discipline; Instill Respect for Themselves & Others. By embodying these principles in our children’s classes, our team has made a strong commitment to today’s youngsters. Our carefully designed programs for children of all ages will improve your child’s performance in other sports as well as improving study habits and increasing overall concentration. In addition to this, by building self confidence, self respect, and self discipline, we are helping young people to deal with the many problems they face growing up in today’s world, including drugs, peer pressure and gangs.";"http://samuelpucciobjj.com/training/training-women-self-defense";"This type of martial art focuses on the principle that a smaller, weaker person using leverage and proper technique can successfully defend themselves against a bigger, stronger assailant. Our training program takes into account gender specific considerations such as issues of size and physical strength, reasons for and types of self-defense situations commonly faced by women, how to deal with them, as well as ways of decreasing the chances of encountering potentially dangerous situations. Learn Practical Techniques including: Essential Blocking, Breaking grips and holds; Using common objects as unconventioal weapons; Identifying vulnerable pressure points; Enhancing you intuition and awareness. No Athletic Experience Necessary! For all Fitness levels! You will learn Close quarter self-defense techniques. These techniques are designed to specifically address the needs of women who may find themselves in real-world threatening situations. Each Class session is distinct in its curriculum. All Classes focus on the common themes of ground defense, violence prevention and de-escalation of the threatening situation as well as helping with gaining the confidence needed to feel empowered and in control of any threatening situation. Our Goal is go give women a comprehensive understanding and practical base in both offensive and defensive close-quarter fighting by teaching them how to effectively and efficiently defend against surprise threats as well as how to preemptively engage and eliminate hostile parties and sexual predators.";"Judo, MMA";;"http://www.samuelpucciobjj.com/component/content/article/40-frontpage-content/132-schedule";;"Samuel Puccio";;;;;;;1;4;
"Spartan Fitness MMA Birmingham Alabama";"http://spartanfitnessmma.com/";"(205) 824-8361";"430 Green Springs Hwy, Ste 5";"Homewood";"AL";35209;;"United States";"We are committed to making our classes open and accessible to all experience levels. We meet you where you are and help you build from the ground up with constant support and motivation.";"https://res.cloudinary.com/display97/image/upload/q_auto,fl_lossy,f_auto/93563.png";"http://spartanfitnessmma.com/classes/Kids-Martial-Arts-";"At Spartan Fitness, we are proud to offer you the most well-rounded Kids Martial Arts program in Homewood. Your kids shouldn't be boxed into one cookie cutter class - and now they're not. Our Kids Martial Arts program offers instruction in Mixed Martial Arts, Kickboxing, and Brazilian Jiu-Jitsu, all with scalable exercises that help students of all ages and abilities get the most out of every class. Find The Kids Martial Arts Classes That Works Best For Your Child. Maybe your child wants to challenge themselves with the blended discipline of Mixed Martial Arts. Maybe they want a high-energy workout during our Kickboxing Classes. Or maybe they are more interested in the ground-based grappling of our BJJ Classes. OR MAYBE THEY WANT TO TRY THEM ALL! Either way, we've got what you're looking for. Our Kids Martial Arts Classes include: Mixed Martial Arts: Scaled classes for students of all sizes and abilities. We work from the ground up to build fundamentals before putting together combinations movements and strategies. Kickboxing: Or high-energy classes help children stay active and build strength while enjoying a constantly changing curriculum that challenges them every single day. Brazilian Jiu-Jitsu: Teach your child that size and strength don't always matter. Our BJJ classes focus on establishing leverage over an opponent, regardless of their size or strength. Our Kids Martial Arts Classes Build Lifelong Skills And Character Traits. While all of our Kids Martial Arts Classes are rooted in self-defense disciplines, we never promote violence at Spartan Fitness. Our students learn each discipline as a way to stay active and build strength, but more importantly, these classes are designed to promote character skills like: Respect, Communication, Leadership, Teamwork, Focus, Self-Confidence. In each of our classes, we instill vital conflict resolution skills and promote communication as a primary strategy for any conflict.";;;"Muay Thai Kickboxing, Fitness Kickboxing, MMA, Strength and Conditioning";;;;"Chris Conolley";;"info@spartanfitnessmma.com";"https://www.facebook.com/sbgbirmingham/";"https://www.youtube.com/user/SpartanFitnessMMA";"https://www.youtube.com/watch?v=SxZ_Oiihv1k";;1;5;
